                      Estimate   Std. Error
ln_H_input        3.298789e-01 8.406269e-02
ln_H_input        1.818560e-01 8.473542e-02
beta1_t           8.628756e-01 3.976738e-01
beta1_t           1.093593e+00 4.029516e-01
beta1_t           7.983120e-01 4.028869e-01
beta1_t           8.565320e-01 4.021413e-01
beta1_t           5.393390e-01 3.994436e-01
beta1_t          -1.385692e-02 3.985286e-01
beta1_t          -7.663001e-01 4.219473e-01
beta1_t          -2.006697e-01 3.983644e-01
beta1_t          -2.235241e-01 3.987109e-01
beta1_t          -8.311715e-02 3.989244e-01
beta1_t           3.240527e-01 3.999859e-01
beta1_t           3.840858e-01 4.035199e-01
beta1_t           3.547996e-01 4.054393e-01
logetaE1         -9.700493e-01 8.817410e-02
logetaO1         -2.081219e+00 8.612686e-02
logkappa1        -4.061154e+00 1.034804e-01
beta2_t           7.245853e+00 1.166073e-01
beta2_t           7.000825e+00 1.213887e-01
beta2_t           7.092945e+00 1.256059e-01
beta2_t           6.979394e+00 1.212728e-01
beta2_t           7.091117e+00 1.218453e-01
beta2_t           6.790004e+00 1.252031e-01
beta2_t           6.638346e+00 1.596123e-01
beta2_t           6.644463e+00 1.272093e-01
beta2_t           6.775550e+00 1.259043e-01
beta2_t           6.636601e+00 1.289043e-01
beta2_t           7.074768e+00 1.277888e-01
beta2_t           7.010012e+00 1.305379e-01
beta2_t           6.968312e+00 1.390952e-01
logetaE2         -1.145796e+00 3.516480e-02
logetaO2         -9.693270e-01 6.579548e-02
logkappa2        -3.144667e+00 8.700239e-02
logSigmaM         1.246667e-01 9.352370e-03
Omegainput1_s     4.949863e+00 3.872507e+00
Omegainput1_s     3.996976e+00 3.588535e+00
Omegainput1_s    -2.513855e+00 3.496979e+00
Omegainput1_s     1.292005e+01 4.602071e+00
Omegainput1_s    -1.774250e+01 4.448100e+00
Omegainput1_s     2.898878e+00 4.497370e+00
Omegainput1_s     2.528139e+01 6.106346e+00
Omegainput1_s    -2.132590e+01 4.925222e+00
Omegainput1_s    -1.192123e+01 3.638774e+00
Omegainput1_s     1.576956e+01 5.308676e+00
Omegainput1_s     4.311021e+00 4.549176e+00
Omegainput1_s    -7.651141e+00 3.835912e+00
Omegainput1_s     4.133548e+00 4.409047e+00
Omegainput1_s     2.297928e+00 4.542708e+00
Omegainput1_s     9.728584e+00 4.215991e+00
Omegainput1_s     1.239983e+01 4.090795e+00
Omegainput1_s    -1.374109e+01 4.066490e+00
Omegainput1_s     9.271016e+00 4.400345e+00
Omegainput1_s     5.187742e+00 4.394339e+00
Omegainput1_s     2.471249e+01 6.808059e+00
Omegainput1_s     1.064648e+01 5.007231e+00
Omegainput1_s    -6.971964e+00 4.282917e+00
Omegainput1_s     1.700966e+01 5.130680e+00
Omegainput1_s    -8.028811e+00 4.244324e+00
Omegainput1_s     1.436563e+01 5.318004e+00
Omegainput1_s     1.055552e+00 3.325168e+00
Omegainput1_s     1.491459e+01 5.135658e+00
Omegainput1_s    -1.054403e+01 4.465203e+00
Omegainput1_s     7.131715e+00 4.280450e+00
Omegainput1_s     7.769912e+00 4.496689e+00
Omegainput1_s    -1.159692e+01 4.501777e+00
Omegainput1_s     2.627920e+00 3.662501e+00
Omegainput1_s    -4.316054e+00 3.540063e+00
Omegainput1_s    -1.733728e+01 4.282237e+00
Omegainput1_s     1.356977e+01 5.197703e+00
Omegainput1_s    -2.661727e+00 3.768545e+00
Omegainput1_s    -8.719903e+00 3.406974e+00
Omegainput1_s     7.712037e-01 3.259632e+00
Omegainput1_s     1.303804e+01 4.730817e+00
Omegainput1_s     1.740701e+01 4.527053e+00
Omegainput1_s     1.200418e+01 4.873540e+00
Omegainput1_s    -1.776890e+01 5.292547e+00
Omegainput1_s     8.043737e-01 3.579978e+00
Omegainput1_s     1.970577e+01 6.372736e+00
Omegainput1_s    -1.185948e+01 4.888139e+00
Omegainput1_s    -4.778110e+00 4.414608e+00
Omegainput1_s     8.026883e+00 3.564937e+00
Omegainput1_s    -1.056622e+01 3.907313e+00
Omegainput1_s    -2.656580e+00 3.904423e+00
Omegainput1_s    -1.570133e+01 5.218257e+00
Omegainput1_s    -1.125288e+01 3.762854e+00
Omegainput1_s     8.805829e-02 3.981539e+00
Omegainput1_s    -2.777070e+00 3.351147e+00
Omegainput1_s     4.209161e+00 5.155539e+00
Omegainput1_s     1.733776e+01 5.258796e+00
Omegainput1_s     5.846585e+00 4.244496e+00
Omegainput1_s     1.918468e+01 5.981010e+00
Omegainput1_s     4.321066e+00 4.128752e+00
Omegainput1_s     1.388555e+01 4.155765e+00
Omegainput1_s     3.452700e-01 4.358843e+00
Omegainput1_s     1.085910e+01 4.554138e+00
Omegainput1_s    -2.917927e+00 4.177873e+00
Omegainput1_s     5.775441e+00 4.221793e+00
Omegainput1_s     1.546915e+01 5.092243e+00
Omegainput1_s     6.898411e+00 4.586688e+00
Omegainput1_s     8.011818e+00 4.081738e+00
Omegainput1_s    -2.084479e-01 4.327443e+00
Omegainput1_s     8.811598e+00 4.870496e+00
Omegainput1_s    -5.467117e-01 4.248385e+00
Omegainput1_s     6.488331e+00 4.199539e+00
Omegainput1_s    -1.470858e+00 3.985494e+00
Omegainput1_s     1.172497e+01 4.872257e+00
Omegainput1_s     4.917088e+00 3.881482e+00
Omegainput1_s     1.590721e+00 4.028350e+00
Omegainput1_s     2.596184e+01 6.259464e+00
Omegainput1_s     1.719658e+01 5.174683e+00
Omegainput1_s    -1.057727e+01 3.681502e+00
Omegainput1_s    -1.149353e-01 4.084667e+00
Omegainput1_s     1.007747e+01 4.602457e+00
Omegainput1_s     1.925556e+01 5.844568e+00
Omegainput1_s     1.337431e+01 4.801853e+00
Omegainput1_s     1.458836e+01 4.599013e+00
Omegainput1_s    -9.320729e+00 3.959053e+00
Omegainput1_s     5.897272e+00 4.316100e+00
Omegainput1_s    -5.357708e+00 3.264423e+00
Omegainput1_s     1.499148e+01 4.978751e+00
Omegainput1_s     5.746416e+00 4.537768e+00
Omegainput1_s     8.883018e-01 4.632517e+00
Omegainput1_s     6.336525e+00 4.343334e+00
Omegainput1_s     1.654821e+01 5.754897e+00
Omegainput1_s    -1.282468e+01 4.212183e+00
Omegainput1_s     7.300668e+00 4.391410e+00
Omegainput1_s     8.195917e+00 4.701621e+00
Omegainput1_s     4.101773e+00 4.198534e+00
Omegainput1_s    -1.028934e+01 4.617522e+00
Omegainput1_s     9.712016e+00 4.947418e+00
Omegainput1_s     1.759428e+01 5.127153e+00
Omegainput1_s    -1.804876e+01 4.850108e+00
Omegainput1_s     8.670421e+00 4.538196e+00
Omegainput1_s    -6.274673e+00 3.652524e+00
Omegainput1_s     1.377098e+01 4.230183e+00
Omegainput1_s     7.413300e+00 4.784170e+00
Omegainput1_s     7.267929e+00 4.845351e+00
Omegainput1_s     1.029120e+01 4.849571e+00
Omegainput1_s     1.060460e+01 4.576172e+00
Omegainput1_s     1.122996e+01 4.876008e+00
Omegainput1_s    -1.271239e+01 4.382599e+00
Omegainput1_s    -6.130925e+00 3.306551e+00
Omegainput1_s    -4.159337e+00 4.295251e+00
Omegainput1_s     3.913189e+00 4.063760e+00
Omegainput1_s     3.916687e+00 4.387154e+00
Omegainput1_s     9.743774e+00 4.762376e+00
Omegainput1_s     8.982927e+00 5.118274e+00
Omegainput1_s    -1.424477e-01 3.456619e+00
