OBJECTID,STRATUMA,Shape_Length,Shape_Area,CenterX,CenterY,AreaSQkm
6542,01680,9304.030143060214000,3778221.412129951600000,-74.711437232704512,37.100142183125762,3.778221412129952
6543,01660,7390.337958570940800,1868748.058850832500000,-74.660712058922016,37.124920975913419,1.868748058850833
6544,01670,12392.235102948409000,5916676.453643867700000,-74.673533902592240,37.117447211176120,5.916676453643868
6545,01680,9791.041736917213700,4561509.871847844700000,-74.669253143384324,37.104352634728968,4.561509871847845
6546,01660,11669.904517674828000,8159875.833229823000000,-74.627456580750575,37.119563987858967,8.159875833229823
6547,01670,11019.669714322768000,5478830.309537825200000,-74.631558467627556,37.103623771559256,5.478830309537825
6548,01680,1601.857643321606000,80909.857239251418000,-74.648678358194900,37.097981176682410,0.080909857239251
6549,01660,7780.258754613119900,2979823.356408671900000,-74.600469947896784,37.122038642599875,2.979823356408672
6550,01670,13602.933674214650000,10739792.643618926000000,-74.583863011685409,37.111708859381842,10.739792643618927
6551,01670,9413.771098661362000,3391600.368883485400000,-74.561011541705668,37.117558570680082,3.391600368883486
6552,01680,10668.097352709619000,5608276.651048072600000,-74.547830684475244,37.114436343111826,5.608276651048072
6553,03360,2030.646714593159000,176750.528575469860000,-75.988577347895557,37.094603229511144,0.176750528575470
6554,03360,13190.513015681188000,9097560.707372158800000,-75.961142703042640,37.106694783256181,9.097560707372159
6555,03360,19573.632113014555000,11527220.747674419000000,-75.926180179258850,37.111339687998161,11.527220747674418
6556,03360,17673.780619030909000,12783195.135979835000000,-75.881846773994596,37.112266660722639,12.783195135979835
6557,03360,14815.999999992549000,13719615.999986202000000,-75.841112982590289,37.114230494490002,13.719615999986202
6558,03360,14815.999999996275000,13719615.999993101000000,-75.799380749887462,37.115550091819721,13.719615999993101
6559,03360,10596.517047296054000,5955972.292727314900000,-75.769122501675383,37.114920421176677,5.955972292727314
6560,03370,11853.487974903321000,7763643.707272686100000,-75.748843770553464,37.118339944165832,7.763643707272686
6561,03370,14815.999999996275000,13719615.999993101000000,-75.715911820226268,37.118143964929970,13.719615999993101
6562,03370,13689.539598215888000,11770693.469536304000000,-75.676674823975063,37.120933448912332,11.770693469536305
6563,03380,6952.356430855165900,1948922.530449896100000,-75.659076819578573,37.110269474080802,1.948922530449896
6564,03370,3846.931013377196900,604992.516989942990000,-75.650543498236516,37.132738096589208,0.604992516989943
6565,03380,14190.047811204382000,13114623.483016957000000,-75.631601715143532,37.120121315949518,13.114623483016956
6566,01650,9012.163696490770200,2660786.479811960800000,-75.575018572863300,37.116719185520225,2.660786479811961
6567,03380,13623.765535094386000,11058829.520174241000000,-75.594469777587392,37.123173636093462,11.058829520174241
6568,01650,14785.625329031438000,13717824.439985601000000,-75.548953780565597,37.123148364627170,13.717824439985602
6569,03380,235.928155130534490,1791.560021297257000,-75.570444080027457,37.138896367958282,0.001791560021297
6570,01650,14815.999999985099000,13719615.999972403000000,-75.507214253765554,37.124364236831354,13.719615999972403
6571,01650,14816.000000000000000,13719616.000000000000000,-75.465470550287364,37.125562957762327,13.719616000000000
6572,01650,14815.999999996275000,13719615.999993101000000,-75.423725490076464,37.126746565877433,13.719615999993101
6573,01650,14815.999999992549000,13719615.999986202000000,-75.381979090280808,37.127915060480234,13.719615999986202
6574,01650,14816.000000003725000,13719616.000006899000000,-75.340231368051590,37.129068440883152,13.719616000006900
6575,01650,14815.999999992549000,13719615.999986202000000,-75.298482340543330,37.130206706407385,13.719615999986202
6576,01650,14816.000000003725000,13719616.000006899000000,-75.256732024913731,37.131329856382983,13.719616000006900
6577,01650,14815.999999985099000,13719615.999972403000000,-75.214980438323721,37.132437890148829,13.719615999972403
6578,01650,14816.000000003725000,13719616.000006899000000,-75.173227597937355,37.133530807052622,13.719616000006900
6579,01650,14815.999999992549000,13719615.999986202000000,-75.131473520921716,37.134608606450904,13.719615999986202
6580,01650,14815.999999992549000,13719615.999986202000000,-75.089718224447083,37.135671287709059,13.719615999986202
6581,01650,14815.999999996275000,13719615.999993101000000,-75.047961725686619,37.136718850201284,13.719615999993101
6582,01650,14816.000000000000000,13719616.000000000000000,-75.006204041816517,37.137751293310657,13.719616000000000
6583,01650,14816.000000003725000,13719616.000006899000000,-74.964445190015894,37.138768616429083,13.719616000006900
6584,01650,14815.999999985099000,13719615.999972403000000,-74.922685187466826,37.139770818957324,13.719615999972403
6585,01650,14816.000000003725000,13719616.000006899000000,-74.880924051354114,37.140757900304969,13.719616000006900
6586,01650,11574.795624670973000,7434922.286501366600000,-74.848495110763821,37.143037529224991,7.434922286501367
6587,01660,11045.844743458023000,6284693.713484834900000,-74.828120004123789,37.140184698604749,6.284693713484835
6588,01660,14816.000000003725000,13719616.000006899000000,-74.797398447191185,37.142686697141215,13.719616000006900
6589,01660,14815.999999985099000,13719615.999972403000000,-74.755634013524556,37.143628411493324,13.719615999972403
6590,01660,14597.905169502590000,13274011.119594110000000,-74.714230259499089,37.145074558158782,13.274011119594110
6591,01670,5254.101340052428900,445604.880405891050000,-74.703092782580370,37.129093611924269,0.445604880405891
6592,01660,14605.026424671594000,13545519.809308616000000,-74.671891540688875,37.145672522340760,13.545519809308617
6593,01670,2186.143599956367300,174096.190684484580000,-74.688471094244591,37.129460590466209,0.174096190684485
6594,01660,14815.999999992549000,13719615.999986202000000,-74.630334392541556,37.146362811652672,13.719615999986202
6595,01660,12948.379381565077000,10084414.493182682000000,-74.593889960302690,37.148339067896380,10.084414493182681
6596,01670,9773.268746798556100,3635201.506824217700000,-74.573795577321007,37.144208690453326,3.635201506824218
6597,01670,11710.627962974700000,7428117.516278137500000,-74.556083759822712,37.149591021251894,7.428117516278138
6598,01680,10241.227868250080000,5085704.021686058500000,-74.537484079468072,37.147794869861819,5.085704021686058
6599,01680,2114.194762048599400,130184.949134348780000,-74.525321557581833,37.162361713465110,0.130184949134349
6600,03360,2591.159181878520900,287784.073403628600000,-75.949198651918508,37.129736211031592,0.287784073403629
6601,03330,11821.827231678148000,7184772.597460813800000,-75.928026340162404,37.150955236883384,7.184772597460814
6602,03360,10454.370500565043000,5467668.142291736800000,-75.923142635238335,37.135218641694323,5.467668142291736
6603,03330,10914.989338512707000,3096734.936741540700000,-75.889706471137941,37.156476456479702,3.096734936741541
6604,03360,12715.854605578317000,9536120.331776129100000,-75.882799692386712,37.141320572514580,9.536120331776129
6605,03330,2031.967995603069100,222224.938567908250000,-75.862042368082811,37.161290179468274,0.222224938567908
6606,03360,15915.117789697442000,11436734.514594551000000,-75.840904248480868,37.145277925922635,11.436734514594551
6607,03360,14815.999999996275000,13719615.999993101000000,-75.801026899729280,37.148827594065551,13.719615999993101
6608,03340,657.771083791972840,2455.385159837593200,-75.740411169414799,37.167336022772318,0.002455385159838
6609,03360,12017.156373093214000,6890442.133138259900000,-75.768850661953493,37.152682637505436,6.890442133138260
6610,03370,11176.126205172000000,6826718.481701902100000,-75.749614793592983,37.147554100077009,6.826718481701902
6611,03340,7618.366629142720700,382419.926560765020000,-75.712370107239536,37.167667288376649,0.382419926560765
6612,03370,14613.955019686777000,13337196.073432336000000,-75.717667628498845,37.150957273491962,13.337196073432336
6613,03340,7967.788844006827300,1029686.160933160500000,-75.674319851257223,37.168112671743955,1.029686160933161
6614,03370,14264.370185172877000,12689929.839053042000000,-75.675881695192771,37.151446922564581,12.689929839053042
6615,03340,8075.085264893187700,1584230.231517218500000,-75.634368801614514,37.168619577752530,1.584230231517219
6616,03350,1438.201828913493300,86512.333136734000000,-75.615019989416155,37.167952427704243,0.086512333136734
6617,03370,11657.187215982676000,7263779.298897984400000,-75.641356188459369,37.154386941249712,7.263779298897984
6618,03380,10347.422368335065000,4785094.136454963100000,-75.623075181097562,37.148198477304128,4.785094136454963
6619,03340,159.753849714175940,1092.804199051231500,-75.613721078531597,37.171091966962948,0.001092804199051
6620,03350,8631.449379934470900,2308493.205944345300000,-75.591920827173283,37.169049545850214,2.308493205944346
6621,03380,13573.209020155844000,11410029.989842806000000,-75.592313329904229,37.152398562019002,11.410029989842807
6622,01650,13546.708663138517000,10855317.246612757000000,-75.546407147876991,37.155169128555102,10.855317246612758
6623,03350,4255.439081958671500,992980.076905232270000,-75.564288415933277,37.169503661338474,0.992980076905232
6624,03380,7381.224377563755300,1871318.676488908700000,-75.566845342289255,37.156818147117853,1.871318676488909
6625,01650,14815.999999985099000,13719615.999972403000000,-75.508727894596532,37.157645550802059,13.719615999972403
6626,01650,14816.000000000000000,13719616.000000000000000,-75.466965253584505,37.158844790255493,13.719616000000000
6627,01650,14815.999999996275000,13719615.999993101000000,-75.425201253990778,37.160028910386153,13.719615999993101
6628,01650,14815.999999992549000,13719615.999986202000000,-75.383435912986627,37.161197910496135,13.719615999986202
6629,01650,14816.000000003725000,13719616.000006899000000,-75.341669247746538,37.162351789896420,13.719616000006900
6630,01650,14815.999999992549000,13719615.999986202000000,-75.299901275448306,37.163490547906804,13.719615999986202
6631,01650,14816.000000003725000,13719616.000006899000000,-75.258132013272970,37.164614183855939,13.719616000006900
6632,01650,14815.999999985099000,13719615.999972403000000,-75.216361478404792,37.165722697081328,13.719615999972403
6633,01650,14816.000000003725000,13719616.000006899000000,-75.174589688031119,37.166816086929288,13.719616000006900
6634,01650,14815.999999992549000,13719615.999986202000000,-75.132816659342410,37.167894352755035,13.719615999986202
6635,01650,14815.999999992549000,13719615.999986202000000,-75.091042409532264,37.168957493922619,13.719615999986202
6636,01650,14815.999999996275000,13719615.999993101000000,-75.049266955797179,37.170005509804938,13.719615999993101
6637,01650,14816.000000000000000,13719616.000000000000000,-75.007490315336725,37.171038399783782,13.719616000000000
6638,01650,14816.000000003725000,13719616.000006899000000,-74.965712505353366,37.172056163249778,13.719616000006900
6639,01650,14815.999999985099000,13719615.999972403000000,-74.923933543052556,37.173058799602430,13.719615999972403
6640,01650,14816.000000003725000,13719616.000006899000000,-74.882153445642459,37.174046308250119,13.719616000006900
6641,01650,13912.186982882715000,12205105.411240049000000,-74.842466324886075,37.176058687812500,12.205105411240048
6642,01660,6798.995663879013600,1514510.588746152800000,-74.823495125052261,37.166640372104048,1.514510588746153
6643,01650,2639.383188283302800,274791.467665402920000,-74.817921491019021,37.189161468844176,0.274791467665403
6644,01660,14430.709628952900000,13444824.532341495000000,-74.798194793298649,37.175706634326708,13.444824532341496
6645,01660,14815.999999985099000,13719615.999972403000000,-74.756806514880779,37.176918062180228,13.719615999972403
6646,01660,14816.000000000000000,13719616.000000000000000,-74.715022049171523,37.177845054269298,13.719616000000000
6647,01660,14815.999999996275000,13719615.999993101000000,-74.673236534435432,37.178756915828416,13.719615999993101
6648,01660,14815.999999992549000,13719615.999986202000000,-74.631449987897014,37.179653646319267,13.719615999986202
6649,01660,14453.896682995528000,13271479.686617294000000,-74.590323816437206,37.180876264865752,13.271479686617294
6650,01670,4229.388177058815000,448136.313389604740000,-74.570073885765396,37.170440388091436,0.448136313389605
6651,01660,3978.802108502201000,280542.691284647040000,-74.568022547014479,37.191897616493314,0.280542691284647
6652,01670,13659.278888871873000,11694234.644041345000000,-74.549965968693641,37.182050654174986,11.694234644041344
6653,01680,8349.310276146770800,1744838.664660210000000,-74.530611498900129,37.175368164485711,1.744838664660210
6654,01670,306.880233410718800,2098.253996421201900,-74.527384720645827,37.198069518097476,0.002098253996421
6655,01680,9816.726893174989500,3703629.151635853100000,-74.520307521924181,37.186319384670753,3.703629151635853
6656,03330,12965.965353419873000,9919801.976630514500000,-75.930090127490914,37.178287606787151,9.919801976630515
6657,03330,10729.072193403477000,2136395.466460819400000,-75.878522529789493,37.173791462965454,2.136395466460820
6658,03330,20748.513177613440000,5701541.972336793300000,-75.842976650330982,37.178759680869170,5.701541972336793
6659,03360,3119.253673587518700,379296.441660025680000,-75.829191338524751,37.165993030541223,0.379296441660026
6660,03330,16607.322825666648000,11149929.697406001000000,-75.800325108542097,37.182119525186053,11.149929697406002
6661,03360,7914.964530649588600,930350.197686776640000,-75.804385654749396,37.166563492154388,0.930350197686777
6662,03330,14097.654898391118000,12979498.141276427000000,-75.761414881305740,37.184205565548424,12.979498141276427
6663,03340,3349.813921906913000,466654.822904536380000,-75.742334221328733,37.170909000958879,0.466654822904536
6664,03360,6028.540671607781400,268328.856558323720000,-75.768706430003050,37.166996429421900,0.268328856558324
6665,03370,955.149184329652710,5134.179281411164100,-75.746320021643527,37.167264455597682,0.005134179281411
6666,03330,6661.672088048798300,1779465.711308291400000,-75.735374545591895,37.192935743288892,1.779465711308292
6667,03340,13845.514141920401000,11940150.288705507000000,-75.716708719611447,37.183473535179289,11.940150288705507
6668,03340,14816.000000003725000,13719616.000006899000000,-75.677355345920390,37.185975849025958,13.719616000006900
6669,03340,14816.000000014901000,13719616.000027597000000,-75.635579363820014,37.187236104039947,13.719616000027598
6670,03340,10912.477092397168000,5431799.184518919300000,-75.604563358154010,37.192978651783747,5.431799184518919
6671,03350,12981.088739433093000,8287816.815487980800000,-75.586748739140887,37.185534284541113,8.287816815487981
6672,01650,10403.704102621505000,4757415.911786943700000,-75.539327258018730,37.186294024582580,4.757415911786944
6673,03350,12641.275133968420000,8962200.088240653300000,-75.558762216378241,37.191526148769427,8.962200088240653
6674,01650,14815.999999996275000,13719615.999993101000000,-75.510242911177357,37.190926128424898,13.719615999993101
6675,01650,14816.000000011176000,13719616.000020698000000,-75.468461315463642,37.192125887247975,13.719616000020698
6676,01650,14816.000000007451000,13719616.000013798000000,-75.426678359315900,37.193310520230746,13.719616000013799
6677,01650,14816.000000003725000,13719616.000006899000000,-75.384894059928712,37.194480026673872,13.719616000006900
6678,01650,14816.000000014901000,13719616.000027597000000,-75.343108434499925,37.195634405886885,13.719616000027598
6679,01650,14816.000000003725000,13719616.000006899000000,-75.301321500230699,37.196773657188174,13.719616000006900
6680,01650,14816.000000014901000,13719616.000027597000000,-75.259533274325420,37.197897779904963,13.719616000027598
6681,01650,14815.999999996275000,13719615.999993101000000,-75.217743773991685,37.199006773373384,13.719615999993101
6682,01650,14816.000000014901000,13719616.000027597000000,-75.175953016440232,37.200100636938402,13.719616000027598
6683,01650,14816.000000003725000,13719616.000006899000000,-75.134161018884896,37.201179369953877,13.719616000006900
6684,01650,14816.000000003725000,13719616.000006899000000,-75.092367798542654,37.202242971782518,13.719616000006900
6685,01650,14816.000000007451000,13719616.000013798000000,-75.050573372633409,37.203291441795933,13.719616000013799
6686,01650,14816.000000011176000,13719616.000020698000000,-75.008777758380106,37.204324779374609,13.719616000020698
6687,01650,14816.000000014901000,13719616.000027597000000,-74.966980973008631,37.205342983907890,13.719616000027598
6688,01650,14815.999999996275000,13719615.999993101000000,-74.925183033747828,37.206346054794039,13.719615999993101
6689,01650,14816.000000014901000,13719616.000027597000000,-74.883383957829324,37.207333991440201,13.719616000027598
6690,01650,14816.000000003725000,13719616.000006899000000,-74.841583762487531,37.208306793262395,13.719616000006900
6691,01650,10934.896304222088000,5790190.877218666500000,-74.810836743585966,37.212479087517664,5.790190877218667
6692,01660,12316.819516873251000,7929425.122808929500000,-74.791710114675766,37.206918165935541,7.929425122808929
6693,01660,14815.999999996275000,13719615.999993101000000,-74.757980082485943,37.210206990143490,13.719615999993101
6694,01660,14816.000000011176000,13719616.000020698000000,-74.716176632308759,37.211134384078939,13.719616000020698
6695,01660,14816.000000007451000,13719616.000013798000000,-74.674372131673479,37.212046640943512,13.719616000013799
6696,01660,14816.000000003725000,13719616.000006899000000,-74.632566597828060,37.212943760197760,13.719616000006900
6697,01660,14816.000000014901000,13719616.000027597000000,-74.590760048022943,37.213825741311105,13.719616000027598
6698,01660,8728.720711735488300,2434033.045463911300000,-74.565972967497586,37.216842130512617,2.434033045463911
6699,01670,13655.525702064337000,11285582.954542987000000,-74.545281523606278,37.214229570341168,11.285582954542987
6700,01670,8943.034836442704500,2086021.815581450500000,-74.523833217205521,37.221127249549745,2.086021815581451
6701,01680,12202.913917048996000,8274807.426375174900000,-74.508722995482330,37.216267671572602,8.274807426375174
6702,03330,12427.964561709576000,6364873.515299413400000,-75.926417065201932,37.209017812467501,6.364873515299413
6703,03330,12244.413932353196000,5663557.213716195900000,-75.877430725406029,37.216322248619257,5.663557213716196
6704,03330,18779.832859871465000,10239628.677130343000000,-75.849578259865652,37.215719532931480,10.239628677130343
6705,03330,21681.391268995074000,7922745.940157950900000,-75.799410130834630,37.214695511380576,7.922745940157951
6706,03330,14815.999999992549000,13719615.999986202000000,-75.762533139167218,37.216686566490218,13.719615999986202
6707,03330,11168.082299751139000,6355919.376356262700000,-75.731828922182359,37.218973840236565,6.355919376356263
6708,03340,11408.509328433222000,7363696.623623039600000,-75.711170584153777,37.217119381442366,7.363696623623040
6709,03340,14815.999999985099000,13719615.999972403000000,-75.678947608673980,37.219253554590679,13.719615999972403
6710,03340,14815.999999996275000,13719615.999993101000000,-75.637152662337130,37.220514355920649,13.719615999993101
6711,03340,12300.160470333351000,9872388.019349694300000,-75.600504784773605,37.220161090152324,9.872388019349694
6712,03350,11708.355526417896000,3847227.980622709700000,-75.582145452542647,37.225865968050996,3.847227980622710
6713,01650,2027.810841416857800,143012.270019110530000,-75.533485374574340,37.209081655554854,0.143012270019111
6714,03350,14515.619067793630000,13576603.729973990000000,-75.553769940717117,37.223137235761861,13.576603729973991
6715,01650,13580.138678156682000,11386150.794551451000000,-75.508698926044033,37.222580951857374,11.386150794551451
6716,03350,8066.873564460225700,2333465.205407153800000,-75.526691268960903,37.232137463941427,2.333465205407154
6717,01650,14815.999999992549000,13719615.999986202000000,-75.469958737777119,37.225406259156259,13.719615999986202
6718,01650,14815.999999988824000,13719615.999979302000000,-75.428156807880811,37.226591405829282,13.719615999979302
6719,01650,14815.999999985099000,13719615.999972403000000,-75.386353532912736,37.227761419433079,13.719615999972403
6720,01650,14815.999999996275000,13719615.999993101000000,-75.344548930094106,37.228916299275724,13.719615999993101
6721,01650,14815.999999985099000,13719615.999972403000000,-75.302743016649487,37.230056044674157,13.719615999972403
6722,01650,14815.999999996275000,13719615.999993101000000,-75.260935809806654,37.231180654954237,13.719615999993101
6723,01650,14815.999999977648000,13719615.999958605000000,-75.219127326796624,37.232290129450682,13.719615999958604
6724,01650,14815.999999996275000,13719615.999993101000000,-75.177317584853540,37.233384467507101,13.719615999993101
6725,01650,14815.999999985099000,13719615.999972403000000,-75.135506601214644,37.234463668476003,13.719615999972403
6726,01650,14815.999999985099000,13719615.999972403000000,-75.093694393120330,37.235527731718754,13.719615999972403
6727,01650,14815.999999988824000,13719615.999979302000000,-75.051880977813980,37.236576656605664,13.719615999979302
6728,01650,14815.999999992549000,13719615.999986202000000,-75.010066372541942,37.237610442515908,13.719615999986202
6729,01650,14815.999999996275000,13719615.999993101000000,-74.968250594553552,37.238629088837563,13.719615999993101
6730,01650,14815.999999977648000,13719615.999958605000000,-74.926433661101115,37.239632594967638,13.719615999958604
6731,01650,14815.999999996275000,13719615.999993101000000,-74.884615589439704,37.240620960312036,13.719615999993101
6732,01650,14815.999999985099000,13719615.999972403000000,-74.842796396827225,37.241594184285553,13.719615999972403
6733,01650,13965.559028898799000,12581505.181460615000000,-74.802486596350093,37.243519917518164,12.581505181460615
6734,01660,5386.510240045809000,1138110.818532486000000,-74.784276462171817,37.231858884200257,1.138110818532486
6735,01650,4827.789618155238700,920460.625649314960000,-74.776750988236543,37.254148674055521,0.920460625649315
6736,01660,14091.656219588844000,12799155.374309290000000,-74.757889163475980,37.242729349724399,12.799155374309290
6737,01660,14815.999999992549000,13719615.999986202000000,-74.717332265904332,37.244423002262671,13.719615999986202
6738,01660,14815.999999988824000,13719615.999979302000000,-74.675508762121950,37.245335655079103,13.719615999979302
6739,01660,14815.999999985099000,13719615.999972403000000,-74.633684223719072,37.246233163732455,13.719615999972403
6740,01660,14815.999999996275000,13719615.999993101000000,-74.591858667969589,37.247115527691065,13.719615999993101
6741,01660,10241.947090495971000,4889522.619502868500000,-74.563314318554902,37.249406493583059,4.889522619502869
6742,01670,12201.622132331728000,8830093.380469534500000,-74.542677143082528,37.247195653040563,8.830093380469535
6743,01670,11404.337689982527000,7267459.909088726200000,-74.517678673186140,37.250498350283841,7.267459909088726
6744,01680,11175.934878365264000,6433471.978337150100000,-74.497563129828166,37.247000783467584,6.433471978337150
6745,01680,6876.208063384189700,626096.803198006940000,-74.486070488023032,37.256021033998309,0.626096803198007
6746,03330,11515.278071432011000,6890740.887234348800000,-75.924787425217900,37.245576699499416,6.890740887234349
6747,03330,11615.438133498923000,2828195.907586835300000,-75.890389153343733,37.242438066819226,2.828195907586836
6748,03330,14445.193371295247000,11681594.722117148000000,-75.845183102684032,37.245863406772827,11.681594722117149
6749,03330,19474.248239477944000,10866361.424788292000000,-75.806719003666274,37.247042423702382,10.866361424788293
6750,03330,14816.000000011176000,13719616.000020698000000,-75.764164807171625,37.249962439031641,13.719616000020698
6751,03330,13802.314485628929000,12117572.133677706000000,-75.724478550076000,37.252490873516614,12.117572133677706
6752,03340,6685.962862876084700,1602043.866336092100000,-75.706281090828810,37.241901882679201,1.602043866336092
6753,03330,3028.456698106167600,271550.835515770300000,-75.700448674663619,37.264801359648040,0.271550835515770
6754,03340,14456.328471617338000,13448065.164491128000000,-75.680139304624433,37.252282916377723,13.448065164491128
6755,03340,14873.816398888390000,13607606.231851410000000,-75.638890419466421,37.253718490753428,13.607606231851410
6756,03350,2307.364033322344800,112009.768176185930000,-75.618918295849937,37.262708504489893,0.112009768176186
6757,03340,7086.732798269819800,1297126.848556001200000,-75.612848760810067,37.244611272201524,1.297126848556001
6758,03350,13783.308314143551000,12422489.151450898000000,-75.595248058421845,37.256127286918321,12.422489151450899
6759,03350,14816.000000014901000,13719616.000027597000000,-75.555095254421943,37.256269177992628,13.719616000027598
6760,01650,7923.314382478065500,2780024.703325268300000,-75.499804861725934,37.249235762715195,2.780024703325268
6761,03350,13501.041522211797000,10939591.296667833000000,-75.516700410369651,37.259581922054245,10.939591296667833
6762,01650,14301.420090930449000,13282684.037847953000000,-75.470847505230523,37.258264883769733,13.282684037847952
6763,03350,3156.151785725639500,436931.962172744210000,-75.490000752159787,37.271492760515272,0.436931962172744
6764,01650,14816.000000007451000,13719616.000013798000000,-75.429636601517842,37.259871577612252,13.719616000013799
6765,01650,14816.000000003725000,13719616.000006899000000,-75.387814333747613,37.261042099205795,13.719616000006900
6766,01650,14816.000000014901000,13719616.000027597000000,-75.345990736314619,37.262197480496503,13.719616000027598
6767,01650,14816.000000003725000,13719616.000006899000000,-75.304165826466814,37.263337720799882,13.719616000006900
6768,01650,14816.000000014901000,13719616.000027597000000,-75.262339621455439,37.264462819440382,13.719616000027598
6769,01650,14815.999999996275000,13719615.999993101000000,-75.220512138534943,37.265572775751338,13.719615999993101
6770,01650,14816.000000014901000,13719616.000027597000000,-75.178683394962931,37.266667589074963,13.719616000027598
6771,01650,14816.000000003725000,13719616.000006899000000,-75.136853408000121,37.267747258762419,13.719616000006900
6772,01650,14816.000000003725000,13719616.000006899000000,-75.095022194910371,37.268811784173764,13.719616000006900
6773,01650,14816.000000007451000,13719616.000013798000000,-75.053189772960508,37.269861164677955,13.719616000013799
6774,01650,14816.000000011176000,13719616.000020698000000,-75.011356159420401,37.270895399652900,13.719616000020698
6775,01650,14816.000000014901000,13719616.000027597000000,-74.969521371562848,37.271914488485393,13.719616000027598
6776,01650,14815.999999996275000,13719615.999993101000000,-74.927685426663672,37.272918430571160,13.719615999993101
6777,01650,14816.000000014901000,13719616.000027597000000,-74.885848342001424,37.273907225314879,13.719616000027598
6778,01650,14816.000000003725000,13719616.000006899000000,-74.844010134857541,37.274880872130133,13.719616000006900
6779,01650,14816.000000014901000,13719616.000027597000000,-74.802170822516246,37.275839370439414,13.719616000027598
6780,01650,11692.933976941978000,7363807.252242800800000,-74.769264810480649,37.279216988085061,7.363807252242800
6781,01660,11456.782377668889000,6355808.747750300000000,-74.749978574408956,37.273963852146927,6.355808747750300
6782,01660,14816.000000011176000,13719616.000020698000000,-74.718488951392104,37.277710919274867,13.719616000020698
6783,01660,14816.000000007451000,13719616.000013798000000,-74.676646427191216,37.278623968690766,13.719616000013799
6784,01660,14816.000000003725000,13719616.000006899000000,-74.634802866956861,37.279521867380161,13.719616000006900
6785,01660,14816.000000014901000,13719616.000027597000000,-74.592958287986548,37.280404614810251,13.719616000027598
6786,01660,13252.072177110371000,9972617.388380367300000,-74.556270599729729,37.283104145369997,9.972617388380368
6787,01670,9854.623928962406400,3746998.611626532400000,-74.537384368420817,37.276398200575827,3.746998611626533
6788,01670,13220.741486824301000,10515126.646931907000000,-74.514098712305099,37.282681943964768,10.515126646931908
6789,01680,9173.473853136598300,3204489.353095689800000,-74.493408409389218,37.280298634332688,3.204489353095690
6790,01680,8808.545935982854600,2225524.853813542100000,-74.484780767641283,37.285123371378113,2.225524853813542
6791,03330,10297.264658243650000,4902580.734012303900000,-75.919690679376060,37.278020948412454,4.902580734012304
6792,03330,15472.759554979586000,7715780.789683233900000,-75.894139342737020,37.282022924919985,7.715780789683234
6793,03330,19781.639718412385000,10416270.961319417000000,-75.849116207887121,37.283340329100689,10.416270961319416
6794,03330,16920.994822373534000,12540731.770231066000000,-75.807946629578069,37.282968504733610,12.540731770231066
6795,03330,15051.075278661072000,12677651.305622548000000,-75.764704305646617,37.282155313644232,12.677651305622549
6796,03330,14815.999999996275000,13719615.999993101000000,-75.723967955293176,37.284529780665665,13.719615999993101
6797,03330,11299.143738029548000,5183588.777142835800000,-75.693468226270312,37.290146158911831,5.183588777142836
6798,03340,12349.102072065720000,8536027.222843363900000,-75.675254811031451,37.283172546916830,8.536027222843364
6799,03340,14816.000000003725000,13719616.000006899000000,-75.640303554706648,37.287068715754877,13.719616000006900
6800,03340,13658.389786642219000,7580943.151501689100000,-75.602637912163502,37.294502448014896,7.580943151501689
6801,03350,10400.179072346713000,6138672.848484513300000,-75.593320688986083,37.280674674415152,6.138672848484513
6802,03340,10496.385284040807000,6186707.718866425600000,-75.556831212064054,37.298673320653599,6.186707718866425
6803,03350,11926.522497866987000,7532908.281140473700000,-75.556470796630165,37.282051287402190,7.532908281140474
6804,03340,5124.123470010706100,1222329.243407701600000,-75.530274216601100,37.302364110100285,1.222329243407702
6805,03350,13955.095945870973000,12497286.756564703000000,-75.513282214127372,37.289629300214273,12.497286756564703
6806,01650,11627.404146318546000,6415351.697050883400000,-75.463248026041967,37.288348844807089,6.415351697050883
6807,03350,12000.670623013037000,7304264.302949116600000,-75.481485255542253,37.295141812176091,7.304264302949116
6808,01650,14815.999999996275000,13719615.999993101000000,-75.431117742062654,37.293151046022508,13.719615999993101
6809,01650,14815.999999992549000,13719615.999986202000000,-75.389276464245611,37.294322076436480,13.719615999986202
6810,01650,14816.000000003725000,13719616.000006899000000,-75.347433854950239,37.295477959995232,13.719616000006900
6811,01650,14815.999999992549000,13719615.999986202000000,-75.305589931448026,37.296618696012878,13.719615999986202
6812,01650,14816.000000003725000,13719616.000006899000000,-75.263744711013658,37.297744283812442,13.719616000006900
6813,01650,14815.999999985099000,13719615.999972403000000,-75.221898210925104,37.298854722725856,13.719615999972403
6814,01650,14816.000000003725000,13719616.000006899000000,-75.180050448463447,37.299950012093973,13.719616000006900
6815,01650,14815.999999992549000,13719615.999986202000000,-75.138201440912880,37.301030151266588,13.719615999986202
6816,01650,14815.999999992549000,13719615.999986202000000,-75.096351205560822,37.302095139602429,13.719615999986202
6817,01650,14815.999999996275000,13719615.999993101000000,-75.054499759697578,37.303144976469135,13.719615999993101
6818,01650,14816.000000000000000,13719616.000000000000000,-75.012647120616563,37.304179661243289,13.719616000000000
6819,01650,14816.000000003725000,13719616.000006899000000,-74.970793305614109,37.305199193310443,13.719616000006900
6820,01650,14815.999999985099000,13719615.999972403000000,-74.928938331989571,37.306203572065030,13.719615999972403
