                      Estimate   Std. Error
beta2_t           4.019515e+00 5.154767e-01
beta2_t           3.900824e+00 5.089983e-01
beta2_t           5.159042e+00 5.994158e-01
beta2_t           4.993774e+00 5.518356e-01
beta2_t           4.879426e+00 4.899874e-01
beta2_t           5.552549e+00 5.272769e-01
beta2_t           5.073604e+00 4.596277e-01
beta2_t           5.935513e+00 4.584400e-01
beta2_t           5.110483e+00 4.675439e-01
beta2_t           5.683768e+00 4.888723e-01
beta2_t           4.736238e+00 5.104115e-01
beta2_t           4.764749e+00 5.142947e-01
beta2_t           5.108062e+00 4.756023e-01
beta2_t           5.318062e+00 4.458715e-01
beta2_t           5.929472e+00 4.345144e-01
beta2_t           4.956513e+00 4.791708e-01
beta2_t           6.518180e+00 4.370937e-01
beta2_t           6.978524e+00 4.328545e-01
logetaE2         -1.421603e+00 4.358573e-02
logetaO2         -1.196302e+00 9.347993e-02
logkappa2        -3.087438e+00 7.667984e-02
logSigmaM         3.545710e-02 2.556438e-02
Omegainput1_s     4.536536e+00 6.423254e+00
Omegainput1_s     1.093720e+01 6.224118e+00
Omegainput1_s    -1.965817e+00 6.260715e+00
Omegainput1_s    -2.144737e-01 6.235461e+00
Omegainput1_s     6.593187e+00 6.411608e+00
Omegainput1_s     2.755858e+01 7.449735e+00
Omegainput1_s    -2.872907e+00 6.338776e+00
Omegainput1_s    -6.199273e+00 6.220750e+00
Omegainput1_s     1.419463e+01 6.390295e+00
Omegainput1_s    -9.718072e+00 6.423728e+00
Omegainput1_s     2.737966e+01 7.225941e+00
Omegainput1_s     2.429441e+00 6.298952e+00
Omegainput1_s    -1.440586e+01 6.312517e+00
Omegainput1_s     5.693053e-01 6.483717e+00
Omegainput1_s     1.268593e+01 6.639647e+00
Omegainput1_s     8.161270e+00 6.346344e+00
Omegainput1_s     7.504377e+00 6.033683e+00
Omegainput1_s    -1.080917e+01 6.498008e+00
Omegainput1_s     8.170516e+00 6.561348e+00
Omegainput1_s    -7.659174e+00 6.625658e+00
Omegainput1_s    -2.845373e+00 6.203289e+00
Omegainput1_s    -8.759239e+00 6.292871e+00
Omegainput1_s     2.656120e+00 6.341041e+00
Omegainput1_s     1.248780e-01 6.229201e+00
Omegainput1_s    -1.135125e+01 6.377834e+00
Omegainput1_s     9.403258e+00 6.349999e+00
Omegainput1_s     6.487287e+00 7.014576e+00
Omegainput1_s     1.062362e+01 6.465562e+00
Omegainput1_s    -9.739053e+00 6.412451e+00
Omegainput1_s     1.258547e+01 6.444877e+00
Omegainput1_s     6.971264e+00 6.286737e+00
Omegainput1_s     2.733457e+01 6.956635e+00
Omegainput1_s     1.500363e+00 6.160533e+00
Omegainput1_s     6.682661e+00 6.296393e+00
Omegainput1_s     6.383879e+00 6.233448e+00
Omegainput1_s     1.405991e+00 6.311634e+00
Omegainput1_s    -9.950285e+00 6.525420e+00
Omegainput1_s     9.095409e+00 6.207266e+00
Omegainput1_s     1.455556e+00 6.124510e+00
Omegainput1_s     3.388034e+00 6.350852e+00
Omegainput1_s    -7.127330e+00 6.371284e+00
Omegainput1_s     1.084855e+01 6.500626e+00
Omegainput1_s    -2.188946e+00 6.424628e+00
Omegainput1_s     2.722399e+00 6.401812e+00
Omegainput1_s    -1.359580e+01 6.814176e+00
Omegainput1_s     1.716204e+01 7.816758e+00
Omegainput1_s     2.830534e+01 7.431922e+00
Omegainput1_s     9.637890e+00 6.379264e+00
Omegainput1_s    -1.999698e+01 7.702774e+00
Omegainput1_s    -2.283847e+01 7.336744e+00
Omegainput1_s     1.424218e+01 6.652966e+00
Omegainput1_s    -9.121733e+00 6.859737e+00
Omegainput1_s    -1.739640e+00 6.429157e+00
Omegainput1_s    -1.022100e+01 6.078828e+00
Omegainput1_s    -1.461352e+01 6.563725e+00
Omegainput1_s     9.072372e+00 6.356970e+00
Omegainput1_s     2.222942e+01 6.880356e+00
Omegainput1_s    -2.147608e+01 7.314294e+00
Omegainput1_s     4.633853e-01 6.026328e+00
Omegainput1_s     5.292505e+00 6.360398e+00
Omegainput1_s    -7.145530e-01 6.450228e+00
Omegainput1_s    -3.348864e+00 6.450198e+00
Omegainput1_s     1.807209e+01 7.104901e+00
Omegainput1_s    -5.235377e+00 6.499075e+00
Omegainput1_s     8.120628e+00 6.445031e+00
Omegainput1_s     3.476253e+00 6.449854e+00
Omegainput1_s     1.572057e+00 6.606559e+00
Omegainput1_s    -8.918268e+00 6.457538e+00
Omegainput1_s     1.599918e+00 6.233440e+00
Omegainput1_s    -8.894785e+00 6.464900e+00
Omegainput1_s     5.567547e+00 6.401508e+00
Omegainput1_s    -9.112774e+00 6.444750e+00
Omegainput1_s     1.429354e+01 6.655723e+00
Omegainput1_s     1.507374e+01 6.541941e+00
Omegainput1_s     8.891352e+00 6.024594e+00
Omegainput1_s     1.074802e+01 6.409510e+00
Omegainput1_s     2.451236e+01 6.890943e+00
Omegainput1_s    -8.697354e+00 6.378888e+00
Omegainput1_s    -5.111058e+00 6.160646e+00
Omegainput1_s    -1.877249e+01 6.845986e+00
Omegainput1_s     7.380038e+00 6.222691e+00
Omegainput1_s     1.433666e+01 6.467022e+00
Omegainput1_s     2.488844e+01 7.380167e+00
Omegainput1_s    -7.718690e+00 6.613433e+00
Omegainput1_s    -7.701514e+00 6.245551e+00
Omegainput1_s    -2.212836e+01 7.191632e+00
Omegainput1_s     1.005243e+01 6.288952e+00
Omegainput1_s     1.297428e+01 6.312282e+00
Omegainput1_s    -1.218444e+01 6.135095e+00
Omegainput1_s     1.699696e+01 7.391719e+00
Omegainput1_s     4.807982e+00 6.187046e+00
Omegainput1_s     4.077879e+00 6.476335e+00
Omegainput1_s    -1.051956e+01 6.554348e+00
Omegainput1_s     1.521364e+01 6.793801e+00
Omegainput1_s    -1.808024e+01 7.122802e+00
Omegainput1_s     6.016808e+00 6.465583e+00
Omegainput1_s    -1.738733e+01 6.807922e+00
Omegainput1_s     2.247475e+01 7.486718e+00
Omegainput1_s     5.457892e+00 6.147621e+00
Omegainput1_s    -5.900196e+00 6.152447e+00
Omegainput1_s     1.608123e+00 6.281873e+00
Omegainput1_s    -2.189008e+00 6.068551e+00
Omegainput1_s     2.452308e+00 6.561527e+00
Omegainput1_s    -2.297881e+01 7.089470e+00
Omegainput1_s    -5.869154e-01 6.149625e+00
Omegainput1_s    -2.468616e+00 6.351180e+00
Omegainput1_s    -1.903244e+01 6.811022e+00
Omegainput1_s    -2.415671e+01 7.827919e+00
Omegainput1_s     1.579489e+00 6.068886e+00
Omegainput1_s     1.020823e+01 6.043511e+00
Omegainput1_s     3.642018e+00 6.297448e+00
Omegainput1_s     6.639291e+00 6.225569e+00
Omegainput1_s    -2.180133e+01 7.199050e+00
Omegainput1_s    -1.307338e+01 6.766595e+00
Omegainput1_s     4.238602e-01 6.367239e+00
Omegainput1_s     3.508752e+00 6.227773e+00
Omegainput1_s     8.123516e+00 6.254036e+00
Omegainput1_s     3.502426e+00 6.328254e+00
Omegainput1_s    -1.142236e+01 6.322727e+00
Omegainput1_s     2.128083e+01 7.011779e+00
Omegainput1_s    -8.174354e+00 6.453744e+00
Omegainput1_s     8.061538e-01 6.413048e+00
Omegainput1_s    -5.388798e+00 6.395781e+00
Omegainput1_s     2.600128e+01 7.309680e+00
Omegainput1_s     4.307509e+00 6.352481e+00
Omegainput1_s     2.599047e+01 7.359099e+00
Omegainput1_s     6.559917e+00 6.405909e+00
Omegainput1_s    -1.312658e-03 6.136764e+00
Omegainput1_s    -1.071134e+01 6.630387e+00
Omegainput1_s     2.850553e+01 7.348289e+00
Omegainput1_s     6.806314e-01 6.426353e+00
Omegainput1_s     1.810143e+01 6.470138e+00
Omegainput1_s     3.857802e+00 6.804847e+00
Omegainput1_s    -1.812769e+01 7.351164e+00
Omegainput1_s     1.866055e+00 6.331702e+00
Omegainput1_s    -1.993886e+01 6.969248e+00
Omegainput1_s     1.097348e+01 6.149676e+00
Omegainput1_s    -1.661592e+01 7.193693e+00
Omegainput1_s    -3.833556e+00 6.134656e+00
Omegainput1_s     6.556310e+00 6.464464e+00
Omegainput1_s     8.154010e+00 6.434263e+00
Omegainput1_s     8.648231e+00 6.189110e+00
Omegainput1_s    -5.344324e-01 6.246215e+00
Omegainput1_s     3.732600e+00 6.705061e+00
Omegainput1_s     6.074066e+00 6.604528e+00
Omegainput1_s    -7.824306e+00 6.756654e+00
Omegainput1_s    -2.027423e+01 6.828496e+00
Omegainput1_s    -2.013494e+01 7.161666e+00
Omegainput1_s    -5.193590e+00 6.516113e+00
Omegainput1_s     2.343654e+00 6.234715e+00
Omegainput1_s     8.176916e+00 6.301644e+00
Omegainput1_s     1.680758e+01 7.060468e+00
Omegainput1_s     6.060758e+00 6.082454e+00
Omegainput1_s    -1.066733e+00 6.413605e+00
Omegainput1_s     8.658295e-01 6.300008e+00
Omegainput1_s     1.848779e+00 6.312670e+00
Omegainput1_s     2.490035e+00 6.292318e+00
Omegainput1_s     1.817746e+01 6.713982e+00
Omegainput1_s     9.041963e+00 6.366002e+00
Omegainput1_s     1.587120e+01 6.225020e+00
Omegainput1_s    -1.605768e+01 6.808246e+00
Omegainput1_s     1.095504e+01 6.306428e+00
Omegainput1_s    -1.685718e+01 6.755590e+00
Omegainput1_s     2.180924e+01 7.093427e+00
Omegainput1_s    -1.513362e+01 6.686206e+00
Omegainput1_s     5.832613e-01 6.255500e+00
Omegainput1_s     1.419264e+01 6.320303e+00
Omegainput1_s    -2.330122e+01 7.157032e+00
Omegainput1_s     8.695569e+00 6.323056e+00
Omegainput1_s     8.734258e+00 6.411428e+00
Omegainput1_s    -2.652333e+00 6.276119e+00
Omegainput1_s    -2.167769e+01 7.187511e+00
Omegainput1_s     3.589203e+00 6.441777e+00
Omegainput1_s     1.324131e+01 6.472427e+00
Omegainput1_s    -9.096022e+00 6.572900e+00
Omegainput1_s    -9.719670e+00 6.482544e+00
Omegainput1_s     3.325860e+00 5.875682e+00
Omegainput1_s    -2.303646e+00 6.456697e+00
Omegainput1_s    -3.738144e-01 6.130632e+00
Omegainput1_s    -4.034572e+00 6.315924e+00
Omegainput1_s    -1.196276e+01 6.872610e+00
Omegainput1_s     8.707081e+00 6.643462e+00
Omegainput1_s    -8.205285e+00 6.723456e+00
Omegainput1_s     2.805771e+01 8.157049e+00
Omegainput1_s     2.009518e+00 6.266380e+00
Omegainput1_s     4.975202e+00 6.361562e+00
Omegainput1_s     6.660519e+00 6.388470e+00
Omegainput1_s     4.753486e+00 6.412562e+00
Omegainput1_s     6.761201e+00 6.380723e+00
Omegainput1_s    -1.511599e+01 6.536489e+00
Omegainput1_s    -1.076762e+01 6.624329e+00
Omegainput1_s    -8.289314e+00 6.536956e+00
Omegainput1_s     7.825939e+00 6.301511e+00
Omegainput1_s    -2.399600e+00 6.148651e+00
Omegainput1_s     1.223405e+01 6.425685e+00
Omegainput1_s    -8.603080e+00 6.441370e+00
Omegainput1_s    -1.763548e+01 6.691754e+00
Omegainput1_s     5.131613e+00 6.144941e+00
Omegainput1_s     3.005833e+00 6.392411e+00
Omegainput1_s     7.370463e-01 6.397607e+00
Omegainput1_s     3.434178e+00 6.511491e+00
Omegainput1_s     8.184028e+00 6.278760e+00
Omegainput1_s     6.724509e+00 6.303163e+00
Omegainput1_s     5.386233e+00 6.349439e+00
Omegainput1_s    -8.629432e+00 6.515868e+00
Omegainput1_s    -1.996963e+01 7.253273e+00
Omegainput1_s     3.631528e-01 6.084842e+00
Omegainput1_s    -5.356361e+00 6.344251e+00
Omegainput1_s     5.101224e+00 6.432231e+00
Omegainput1_s     1.483647e+01 6.389817e+00
Omegainput1_s     1.714132e+00 6.202526e+00
Omegainput1_s     1.984989e+00 6.700263e+00
Omegainput1_s    -2.264123e+01 7.153321e+00
Omegainput1_s     1.434669e+01 6.660573e+00
Omegainput1_s    -2.419742e+00 6.422908e+00
Omegainput1_s     8.504208e+00 6.305622e+00
Omegainput1_s     4.083442e+00 6.123093e+00
Omegainput1_s     2.372823e+01 7.379281e+00
Omegainput1_s     2.493906e+01 7.094843e+00
Omegainput1_s     7.083761e+00 6.393705e+00
Omegainput1_s    -3.888059e+00 6.368567e+00
Omegainput1_s     1.035015e+01 6.237826e+00
Omegainput1_s     1.181986e+00 5.961319e+00
Omegainput1_s     1.150420e+01 6.529744e+00
Omegainput1_s     2.248403e+01 6.788411e+00
Omegainput1_s     1.482630e+00 6.372556e+00
Omegainput1_s     4.443729e+00 6.289844e+00
Omegainput1_s    -9.876623e+00 6.699589e+00
Omegainput1_s     2.096494e+00 7.086268e+00
Omegainput1_s     5.786764e+00 6.586230e+00
Omegainput1_s     9.545114e+00 6.360942e+00
Omegainput1_s     3.274653e+00 6.169545e+00
Omegainput1_s     1.110559e+01 6.217168e+00
Omegainput1_s     1.290791e+01 6.884183e+00
Omegainput1_s     1.066365e+01 6.375670e+00
Omegainput1_s     7.091981e+00 6.371087e+00
Omegainput1_s    -1.406761e+01 6.409777e+00
Omegainput1_s     2.816424e+01 7.568061e+00
Omegainput1_s     3.171080e+00 6.532656e+00
Omegainput1_s    -2.116586e+01 7.049443e+00
Omegainput1_s     2.267140e-01 6.319837e+00
Omegainput1_s    -1.164727e+01 6.689158e+00
Omegainput1_s    -1.194125e+01 6.699677e+00
Omegainput1_s    -1.337392e+01 6.524536e+00
Omegainput1_s     7.764929e+00 6.439315e+00
Omegainput1_s     5.525695e+00 6.531201e+00
Omegainput1_s     7.097592e+00 6.638850e+00
Omegainput1_s    -4.540630e+00 6.418349e+00
Omegainput1_s     1.688531e+00 6.403894e+00
Omegainput1_s     9.784658e-01 6.214703e+00
Omegainput1_s    -7.028556e+00 6.552655e+00
Omegainput1_s     1.141929e+01 6.225481e+00
Omegainput1_s    -1.353503e+01 6.616547e+00
Omegainput1_s     3.330327e+00 6.323922e+00
Omegainput1_s     2.856739e+00 6.475237e+00
Omegainput1_s    -6.491689e+00 6.466917e+00
Omegainput1_s     1.191388e+00 6.457302e+00
Omegainput1_s    -1.073994e+00 6.360166e+00
Omegainput1_s    -2.098161e+01 6.997966e+00
Omegainput1_s    -7.106727e+00 6.269859e+00
Omegainput1_s    -1.306142e+01 6.760211e+00
Omegainput1_s     1.409445e+01 6.672634e+00
Omegainput1_s     9.739956e+00 6.051131e+00
Omegainput1_s     1.612584e+01 6.630058e+00
Omegainput1_s     4.460353e+00 6.342915e+00
Omegainput1_s    -8.378625e+00 7.081393e+00
Omegainput1_s    -1.686064e+01 6.860043e+00
Omegainput1_s     1.150017e+01 6.249329e+00
Omegainput1_s     1.114258e+01 6.375052e+00
Omegainput1_s     1.212056e+01 6.853076e+00
Omegainput1_s    -1.919352e+01 7.053465e+00
Omegainput1_s    -8.375429e-01 6.333839e+00
Omegainput1_s    -1.592453e+01 6.655277e+00
Omegainput1_s     2.668459e+00 6.426454e+00
Omegainput1_s    -2.193084e+01 7.086758e+00
Omegainput1_s    -9.208802e+00 6.470412e+00
Omegainput1_s     1.101782e+01 6.158997e+00
Omegainput1_s     2.058341e+01 7.101420e+00
Omegainput1_s     6.279328e+00 6.570505e+00
Omegainput1_s     4.963493e+00 6.662646e+00
Omegainput1_s    -1.082693e+01 6.758977e+00
Omegainput1_s    -7.885643e+00 6.516915e+00
Omegainput1_s     6.097355e+00 6.458117e+00
Omegainput1_s     9.954660e-01 6.294007e+00
Omegainput1_s    -1.208210e+01 6.616776e+00
Omegainput1_s     1.002923e+01 6.657411e+00
Omegainput1_s     1.972608e+01 7.250103e+00
Omegainput1_s     9.072006e-01 6.164654e+00
Omegainput1_s    -1.645913e+01 6.604163e+00
Omegainput1_s     1.066199e+01 6.307105e+00
Omegainput1_s     3.507124e+00 6.116451e+00
Omegainput1_s     7.979919e+00 6.461860e+00
Omegainput1_s    -1.058893e+01 6.478851e+00
Omegainput1_s     5.270775e+00 6.857969e+00
Omegainput1_s     8.389046e+00 6.074230e+00
Omegainput1_s     2.282278e+00 5.892667e+00
Omegainput1_s     5.494399e+00 5.952766e+00
Omegainput1_s    -1.095963e+01 6.478220e+00
Omegainput1_s     2.689242e+01 7.179459e+00
Omegainput1_s     6.898351e+00 6.208902e+00
Omegainput1_s    -1.693987e+01 6.631574e+00
Omegainput1_s    -9.354116e+00 6.380700e+00
Omegainput1_s     2.780744e+01 7.253212e+00
Omegainput1_s    -4.510292e+00 6.167468e+00
Omegainput1_s     2.210415e+00 5.745672e+00
Omegainput1_s    -2.341071e+01 7.202447e+00
Omegainput1_s     1.385936e+00 5.952894e+00
Omegainput1_s    -2.294499e+01 7.236047e+00
Omegainput1_s     1.877533e+01 6.568422e+00
Omegainput1_s    -1.686644e-01 6.330725e+00
Omegainput1_s    -5.409764e+00 6.316792e+00
Omegainput1_s     2.754782e+01 7.308265e+00
Omegainput1_s     1.108258e+01 6.472832e+00
Omegainput1_s    -5.910445e-01 5.922206e+00
Omegainput1_s    -1.020931e+01 6.525233e+00
Omegainput1_s     2.475021e+01 6.894733e+00
Omegainput1_s     6.971507e+00 5.950840e+00
Omegainput1_s     6.607317e+00 6.184893e+00
Omegainput1_s     1.778784e+01 7.340443e+00
Omegainput1_s    -6.295681e+00 6.491463e+00
Omegainput1_s     2.296885e+00 6.484637e+00
Omegainput1_s     3.548821e+00 6.472624e+00
Omegainput1_s    -1.030191e+01 6.746333e+00
Omegainput1_s    -1.680635e+01 6.787762e+00
Omegainput1_s     4.617889e+00 6.236670e+00
Omegainput1_s     6.277893e+00 6.216434e+00
Omegainput1_s    -1.276647e+00 6.300277e+00
Omegainput1_s     2.931296e+00 6.419310e+00
Omegainput1_s     1.509266e+01 6.713767e+00
Omegainput1_s    -1.853382e+01 7.049912e+00
Omegainput1_s    -2.360083e+01 7.419737e+00
Omegainput1_s     9.448645e+00 6.457483e+00
Omegainput1_s    -3.413435e+00 6.427824e+00
Omegainput1_s     2.688200e+00 6.402923e+00
Omegainput1_s    -2.033650e+01 6.977552e+00
Omegainput1_s    -3.383641e+00 6.323186e+00
Omegainput1_s    -2.078811e+01 7.305328e+00
Omegainput1_s    -1.954442e+00 6.355426e+00
Omegainput1_s     7.853936e+00 6.179305e+00
Omegainput1_s     1.121622e+01 6.385874e+00
Omegainput1_s     1.721328e+00 6.322517e+00
Omegainput1_s     2.841061e+00 6.078090e+00
Omegainput1_s    -7.488901e+00 6.215935e+00
Omegainput1_s     5.845182e+00 6.257256e+00
Omegainput1_s     1.160502e+00 6.206777e+00
Omegainput1_s    -1.440798e+01 6.529986e+00
Omegainput1_s     1.794148e+01 6.822705e+00
Omegainput1_s    -1.855106e+01 7.031631e+00
Omegainput1_s     6.135848e+00 6.428662e+00
Omegainput1_s    -1.188741e+01 6.539005e+00
Omegainput1_s    -6.953274e+00 6.523988e+00
Omegainput1_s    -1.927813e+01 6.928939e+00
Omegainput1_s     4.709181e+00 5.999850e+00
Omegainput1_s     1.010634e+00 7.025834e+00
Omegainput1_s     9.052509e-01 5.864520e+00
Omegainput1_s    -1.835914e+01 6.814532e+00
Omegainput1_s     2.224685e+00 6.171532e+00
Omegainput1_s     1.532106e+01 6.242910e+00
Omegainput1_s    -1.063436e+01 7.076710e+00
Omegainput1_s     6.077387e+00 6.717945e+00
Omegainput1_s     2.007578e+01 6.947277e+00
Omegainput1_s     8.939358e+00 6.112490e+00
Omegainput1_s    -5.520565e+00 6.148620e+00
Omegainput1_s    -5.786231e+00 6.488207e+00
Omegainput1_s    -1.687908e+01 6.728092e+00
Omegainput1_s    -2.099935e+01 7.332045e+00
Omegainput1_s     4.537431e+00 6.031304e+00
Omegainput1_s     5.336375e+00 6.145550e+00
Omegainput1_s     1.889742e+01 6.918985e+00
Omegainput1_s     5.202867e+00 6.512267e+00
Omegainput1_s    -1.452930e+01 6.887961e+00
Omegainput1_s     8.683218e+00 6.442079e+00
Omegainput1_s     2.255967e+01 7.287232e+00
Omegainput1_s     2.196501e+00 6.197151e+00
Omegainput1_s    -1.651685e+01 6.849687e+00
Omegainput1_s     1.187210e+01 6.309411e+00
Omegainput1_s     2.993814e+00 6.700065e+00
Omegainput1_s     2.046055e+00 6.247682e+00
Omegainput1_s     2.838201e+00 6.772392e+00
Omegainput1_s    -9.538693e+00 6.342851e+00
Omegainput1_s    -2.468707e+01 7.934255e+00
Omegainput1_s     2.437670e+01 7.026089e+00
Omegainput1_s    -1.854680e+01 6.969913e+00
Omegainput1_s    -1.893239e+01 7.075194e+00
Omegainput1_s    -4.146573e+00 6.532359e+00
Omegainput1_s    -1.197993e+01 6.509991e+00
Omegainput1_s     5.081199e+00 6.614179e+00
Omegainput1_s    -8.319205e+00 6.361366e+00
Omegainput1_s    -3.367115e+00 6.313689e+00
Omegainput1_s    -1.448493e+01 6.941496e+00
Omegainput1_s     1.243524e+01 6.281519e+00
Omegainput1_s     7.268034e+00 6.584771e+00
Omegainput1_s     8.743300e-02 6.343326e+00
Omegainput1_s     1.012374e+01 6.266347e+00
Omegainput1_s     1.741893e+00 5.982369e+00
Omegainput1_s     2.325774e+01 7.061989e+00
Omegainput1_s     8.414373e+00 6.084122e+00
Omegainput1_s    -5.283807e+00 6.609299e+00
Omegainput1_s     1.774061e+01 6.572618e+00
Omegainput1_s    -3.808474e+00 6.291786e+00
Omegainput1_s     5.055333e-01 5.878934e+00
Omegainput1_s    -1.266096e+01 6.829369e+00
Omegainput1_s     1.312887e+01 6.541002e+00
Omegainput1_s     1.854658e+00 5.761020e+00
Omegainput1_s     1.597532e-01 6.131573e+00
Omegainput1_s    -7.263319e+00 6.163188e+00
Omegainput1_s     8.205421e+00 6.338467e+00
Omegainput1_s    -9.452970e-01 6.147836e+00
Omegainput1_s     2.024219e+01 6.829200e+00
Omegainput1_s     1.616815e+01 8.513081e+00
Omegainput1_s    -2.035756e+01 6.830206e+00
Omegainput1_s    -2.321775e+01 7.123378e+00
Omegainput1_s     1.126291e+01 6.407707e+00
Omegainput1_s    -1.135270e+01 6.531469e+00
Omegainput1_s    -6.830499e+00 6.470762e+00
Omegainput1_s     1.287163e+01 6.405845e+00
Omegainput1_s     5.855212e+00 6.542583e+00
Omegainput1_s     1.626586e+01 6.377329e+00
Omegainput1_s     1.191861e+01 6.310307e+00
Omegainput1_s     1.271396e+01 6.458185e+00
Omegainput1_s    -6.167769e+00 6.194503e+00
Omegainput1_s     7.902701e+00 6.166318e+00
Omegainput1_s    -5.953583e+00 6.294708e+00
Omegainput1_s    -1.516608e+01 6.357322e+00
Omegainput1_s    -5.727983e+00 6.288713e+00
Omegainput1_s     8.169919e+00 6.430219e+00
Omegainput1_s     2.859861e+01 7.331739e+00
Omegainput1_s    -1.249810e+01 6.433645e+00
Omegainput1_s     1.832948e+01 6.824004e+00
Omegainput1_s     1.594961e+01 7.218518e+00
Omegainput1_s     9.417598e+00 6.393512e+00
Omegainput1_s     8.435427e+00 6.542495e+00
Omegainput1_s     1.108757e+00 6.207443e+00
Omegainput1_s    -1.533850e+01 6.580899e+00
Omegainput1_s    -1.798334e+01 6.823421e+00
Omegainput1_s     7.628346e+00 6.529508e+00
Omegainput1_s     9.402480e+00 6.117781e+00
Omegainput1_s     1.420769e+01 6.371291e+00
Omegainput1_s     1.901571e+01 6.490420e+00
Omegainput1_s     2.674449e+00 6.473681e+00
Omegainput1_s    -1.296914e+01 6.648790e+00
Omegainput1_s     1.183962e+01 6.622821e+00
Omegainput1_s    -9.459404e-01 6.329445e+00
Omegainput1_s     1.415810e+01 6.702907e+00
Omegainput1_s     9.310643e+00 6.307590e+00
Omegainput1_s    -6.426408e+00 6.373017e+00
Omegainput1_s     1.050534e+01 6.744079e+00
Omegainput1_s     3.286965e+00 6.349567e+00
Omegainput1_s    -3.578661e-01 6.299446e+00
Omegainput1_s    -2.425607e+00 6.508792e+00
