                      Estimate   Std. Error
Epsiloninput1_st  1.379210e-02 4.813270e+00
Epsiloninput1_st -3.442095e+00 4.945776e+00
Epsiloninput1_st  6.744470e-04 4.836557e+00
Epsiloninput1_st  2.109888e+00 4.451681e+00
Epsiloninput1_st  2.734243e+00 4.471494e+00
Epsiloninput1_st  2.208689e+00 4.379650e+00
Epsiloninput1_st  1.124007e+00 5.066725e+00
Epsiloninput1_st -4.937227e+00 4.979633e+00
Epsiloninput1_st -2.474657e+00 4.419245e+00
Epsiloninput1_st  7.686861e-01 4.232456e+00
Epsiloninput1_st -7.736183e-01 3.315284e+00
Epsiloninput1_st  2.236532e+00 4.430426e+00
Epsiloninput1_st -2.101520e+00 4.889320e+00
Epsiloninput1_st -2.980597e-01 4.215367e+00
Epsiloninput1_st -1.544074e+00 4.066251e+00
Epsiloninput1_st -1.744710e+00 4.764416e+00
Epsiloninput1_st  3.603737e-03 4.443368e+00
Epsiloninput1_st  7.722398e-02 3.933692e+00
Epsiloninput1_st  3.751372e-01 4.427783e+00
Epsiloninput1_st  4.633088e-02 4.160817e+00
Epsiloninput1_st  8.649198e-03 4.557138e+00
Epsiloninput1_st  2.901077e+00 4.591543e+00
Epsiloninput1_st  2.218753e+00 4.491735e+00
Epsiloninput1_st  1.372224e-02 4.285467e+00
Epsiloninput1_st -1.355702e+00 5.153554e+00
Epsiloninput1_st  1.881408e+00 3.461171e+00
Epsiloninput1_st  5.524622e-03 5.070903e+00
Epsiloninput1_st  1.468953e+00 4.857936e+00
Epsiloninput1_st  8.332290e-03 4.882711e+00
Epsiloninput1_st  2.513199e+00 5.150316e+00
Epsiloninput1_st  1.352143e-01 5.088403e+00
Epsiloninput1_st  3.539675e+00 4.637147e+00
Epsiloninput1_st -1.497666e+00 4.872303e+00
Epsiloninput1_st -1.067079e+00 3.294320e+00
Epsiloninput1_st  5.136276e-01 4.758120e+00
Epsiloninput1_st -3.194075e+00 5.051207e+00
Epsiloninput1_st  2.731463e-03 4.260015e+00
Epsiloninput1_st  2.616086e+00 4.984853e+00
Epsiloninput1_st -3.983103e-01 5.046614e+00
Epsiloninput1_st  5.841748e-02 4.859918e+00
Epsiloninput1_st -3.801472e+00 4.810924e+00
Epsiloninput1_st  8.682964e-04 4.441720e+00
Epsiloninput1_st -1.988167e+00 4.812171e+00
Epsiloninput1_st  6.290723e-02 4.638864e+00
Epsiloninput1_st  1.645954e+00 4.942288e+00
Epsiloninput1_st  1.987133e+00 4.834348e+00
Epsiloninput1_st  1.949980e-02 4.379725e+00
Epsiloninput1_st  3.441513e-03 3.452457e+00
Epsiloninput1_st  2.785110e+00 4.847896e+00
Epsiloninput1_st -4.452367e+00 5.149520e+00
Epsiloninput1_st  4.137647e+00 4.971116e+00
Epsiloninput1_st  1.104059e-01 4.344662e+00
Epsiloninput1_st -3.352900e-01 5.244011e+00
Epsiloninput1_st  5.824278e-01 4.253121e+00
Epsiloninput1_st  2.394414e+00 4.891108e+00
Epsiloninput1_st -3.015670e+00 4.396699e+00
Epsiloninput1_st  6.315769e-03 4.821711e+00
Epsiloninput1_st  2.313457e+00 4.184798e+00
Epsiloninput1_st  3.085251e+00 4.618838e+00
Epsiloninput1_st  2.076964e+00 4.308212e+00
Epsiloninput1_st  4.887534e+00 5.036893e+00
Epsiloninput1_st  3.943124e-02 5.023616e+00
Epsiloninput1_st  6.441459e-01 4.522011e+00
Epsiloninput1_st  2.525293e+00 4.835711e+00
Epsiloninput1_st  7.966138e-02 4.828137e+00
Epsiloninput1_st  3.334128e+00 4.711875e+00
Epsiloninput1_st  1.639157e-01 4.181586e+00
Epsiloninput1_st -1.562816e+00 4.634442e+00
Epsiloninput1_st  1.544158e+00 4.395357e+00
Epsiloninput1_st  3.660702e+00 4.788349e+00
Epsiloninput1_st  9.893708e-02 5.039874e+00
Epsiloninput1_st -3.184227e-01 4.645883e+00
Epsiloninput1_st  1.887587e-01 3.791649e+00
Epsiloninput1_st  3.373832e-03 4.528664e+00
Epsiloninput1_st -1.423958e+00 4.729489e+00
Epsiloninput1_st -2.048933e+00 4.800490e+00
Epsiloninput1_st  8.226918e-01 4.673456e+00
Epsiloninput1_st -2.121063e+00 4.657137e+00
Epsiloninput1_st  1.268362e-02 5.070659e+00
Epsiloninput1_st  4.294500e+00 5.030731e+00
Epsiloninput1_st  3.666469e-02 4.096532e+00
Epsiloninput1_st  2.008557e+00 4.881316e+00
Epsiloninput1_st  1.193946e-02 3.868319e+00
Epsiloninput1_st  2.106602e+00 5.117428e+00
Epsiloninput1_st -7.322442e-01 3.106429e+00
Epsiloninput1_st -8.845553e-01 4.229846e+00
Epsiloninput1_st -1.033936e+00 4.494893e+00
Epsiloninput1_st  2.908867e+00 4.845023e+00
Epsiloninput1_st -6.784916e+00 4.614653e+00
Epsiloninput1_st  8.638978e-02 4.850114e+00
Epsiloninput1_st  1.445033e+00 4.379979e+00
Epsiloninput1_st -1.708298e+00 5.013302e+00
Epsiloninput1_st  2.660618e+00 4.806363e+00
Epsiloninput1_st  1.141536e+00 4.359312e+00
Epsiloninput1_st -2.501594e+00 4.479860e+00
Epsiloninput1_st -2.507408e+00 4.994059e+00
Epsiloninput1_st  2.520961e+00 4.083187e+00
Epsiloninput1_st  2.033716e+00 4.199126e+00
Epsiloninput1_st -2.968313e-01 4.253767e+00
Epsiloninput1_st  3.928476e-03 4.726184e+00
Epsiloninput1_st  1.012106e-02 4.078905e+00
Epsiloninput1_st  3.987041e+00 4.981297e+00
Epsiloninput1_st  3.379624e-01 5.117833e+00
Epsiloninput1_st -3.573812e+00 5.006173e+00
Epsiloninput1_st  1.108190e-01 4.123987e+00
Epsiloninput1_st  2.133864e+00 5.179823e+00
Epsiloninput1_st  8.784373e-02 4.862385e+00
Epsiloninput1_st -2.259387e+00 4.917618e+00
Epsiloninput1_st  1.485504e-02 3.606626e+00
Epsiloninput1_st  2.634161e-01 5.205220e+00
Epsiloninput1_st  2.546508e+00 4.559417e+00
Epsiloninput1_st -7.956736e-01 4.912921e+00
Epsiloninput1_st  6.621706e-03 4.434420e+00
Epsiloninput1_st  1.814870e+00 4.605754e+00
Epsiloninput1_st -3.203436e+00 4.998002e+00
Epsiloninput1_st  1.158556e+00 4.874611e+00
Epsiloninput1_st  7.095123e-03 4.472583e+00
Epsiloninput1_st -1.737448e+00 4.680356e+00
Epsiloninput1_st  7.421218e-01 4.646436e+00
Epsiloninput1_st -9.950954e-01 5.037590e+00
Epsiloninput1_st -1.497479e+00 4.997193e+00
Epsiloninput1_st  1.401623e+00 5.124688e+00
Epsiloninput1_st  4.015040e-01 4.916407e+00
Epsiloninput1_st  2.044583e+00 4.702534e+00
Epsiloninput1_st  1.927365e+00 4.705783e+00
Epsiloninput1_st  2.747663e-01 4.197937e+00
Epsiloninput1_st  3.735526e-01 4.203468e+00
Epsiloninput1_st  6.455896e-01 4.944617e+00
Epsiloninput1_st -4.761753e-01 4.545654e+00
Epsiloninput1_st  1.756221e-03 4.458868e+00
Epsiloninput1_st -1.006921e+00 5.158181e+00
Epsiloninput1_st  3.679930e-03 4.864390e+00
Epsiloninput1_st -1.888665e+00 4.760342e+00
Epsiloninput1_st  1.494131e+00 4.536393e+00
Epsiloninput1_st -1.012556e+00 5.361285e+00
Epsiloninput1_st  1.116161e-03 3.936812e+00
Epsiloninput1_st  6.128819e-01 5.319229e+00
Epsiloninput1_st  2.984271e+00 4.416728e+00
Epsiloninput1_st -6.571200e+00 4.895381e+00
Epsiloninput1_st  8.764486e-03 4.265786e+00
Epsiloninput1_st  1.784555e-03 4.672312e+00
Epsiloninput1_st  2.608607e-01 4.415290e+00
Epsiloninput1_st  1.624837e-01 5.010475e+00
Epsiloninput1_st -4.931375e+00 4.924609e+00
Epsiloninput1_st -8.385871e-02 3.623310e+00
Epsiloninput1_st -5.059801e+00 4.507750e+00
Epsiloninput1_st  1.106086e-02 4.110035e+00
Epsiloninput1_st -1.226044e+00 4.776956e+00
Epsiloninput1_st  2.014040e+00 4.873677e+00
Epsiloninput1_st  6.119931e-01 3.515122e+00
Epsiloninput1_st  2.146208e+00 4.236715e+00
Epsiloninput1_st  1.392709e-01 4.933449e+00
Epsiloninput1_st  3.045883e-02 4.993749e+00
Epsiloninput1_st  1.905056e+00 4.507197e+00
Epsiloninput1_st  3.559884e-01 4.005064e+00
Epsiloninput1_st  1.454266e+00 4.998766e+00
Epsiloninput1_st  2.829839e+00 4.496503e+00
Epsiloninput1_st -4.180032e+00 4.841011e+00
Epsiloninput1_st  2.131464e-02 4.981239e+00
Epsiloninput1_st  3.519414e+00 4.833020e+00
Epsiloninput1_st -2.010765e-01 4.526865e+00
Epsiloninput1_st  2.935193e+00 4.936494e+00
Epsiloninput1_st  1.912922e+00 4.323849e+00
Epsiloninput1_st  2.170524e+00 4.381354e+00
Epsiloninput1_st -5.872700e-01 4.423488e+00
Epsiloninput1_st -1.288763e+00 4.423753e+00
Epsiloninput1_st  2.572641e+00 4.624817e+00
Epsiloninput1_st  1.865091e+00 4.768255e+00
Epsiloninput1_st  1.920784e+00 4.949774e+00
Epsiloninput1_st  7.750997e-02 3.989755e+00
Epsiloninput1_st  3.320845e+00 4.872434e+00
