                      Estimate   Std. Error
Omegainput1_s    -7.738420e+00 8.542042e+00
Omegainput1_s     9.611733e+00 3.259448e+00
Omegainput1_s    -7.879417e+00 5.649449e+00
Omegainput1_s     1.027022e+01 3.299726e+00
Omegainput1_s     1.011115e+01 3.321711e+00
Omegainput1_s     2.832082e+00 3.600951e+00
Omegainput1_s    -6.508981e+00 5.174113e+00
Omegainput1_s    -4.744601e+00 4.967730e+00
Omegainput1_s     1.067245e+01 3.375637e+00
Omegainput1_s     1.345204e+01 3.506496e+00
Omegainput1_s    -4.032236e+00 4.482448e+00
Omegainput1_s    -5.423002e+00 5.786811e+00
Omegainput1_s     7.583541e+00 3.164384e+00
Omegainput1_s    -9.535245e-01 3.582021e+00
Omegainput1_s     4.691275e+00 3.667645e+00
Omegainput1_s     4.448665e+00 3.536449e+00
Omegainput1_s    -5.768990e+00 6.782921e+00
Omegainput1_s    -4.703801e+00 4.845075e+00
Omegainput1_s     9.475464e+00 3.280823e+00
Omegainput1_s     6.123903e+00 3.432333e+00
Omegainput1_s     3.219284e+00 3.840799e+00
Omegainput1_s    -4.112093e+00 5.125613e+00
Omegainput1_s     1.311827e+01 3.382117e+00
Omegainput1_s     3.243970e+00 3.548788e+00
Omegainput1_s    -2.932501e+00 4.894251e+00
Omegainput1_s    -4.832865e+00 4.967838e+00
Omegainput1_s    -5.649275e+00 6.248487e+00
Omegainput1_s    -2.059335e+00 4.404660e+00
Omegainput1_s     1.272431e+01 3.502147e+00
Omegainput1_s     7.022108e+00 3.162926e+00
Omegainput1_s     1.043223e+01 3.545542e+00
Omegainput1_s     5.780645e+00 3.580334e+00
Omegainput1_s     1.644687e+00 4.126125e+00
Omegainput1_s    -9.528526e+00 7.919973e+00
Omegainput1_s    -8.384483e+00 6.592343e+00
Omegainput1_s    -1.565617e+00 4.538287e+00
Omegainput1_s    -8.274013e+00 7.808342e+00
Omegainput1_s     3.303049e+00 3.727654e+00
Omegainput1_s    -8.157435e+00 6.558297e+00
Omegainput1_s    -8.217358e+00 6.251248e+00
Omegainput1_s    -7.493729e+00 7.158015e+00
Omegainput1_s     6.020529e+00 3.483029e+00
Omegainput1_s    -5.221506e+00 5.113763e+00
Omegainput1_s     4.232492e+00 3.669285e+00
Omegainput1_s    -2.125313e+00 4.970865e+00
Omegainput1_s     4.945866e+00 3.385582e+00
Omegainput1_s     1.012801e+00 4.202105e+00
Omegainput1_s     2.203920e+00 3.629566e+00
Omegainput1_s    -2.415587e+00 3.491204e+00
Omegainput1_s     2.388453e+00 4.104186e+00
Omegainput1_s     2.700572e-02 4.535459e+00
Omegainput1_s     4.380581e+00 3.231462e+00
Omegainput1_s     6.326482e+00 3.340554e+00
Omegainput1_s     3.906741e+00 3.191070e+00
Omegainput1_s     8.662846e+00 3.033354e+00
Omegainput1_s     1.010444e+01 3.375122e+00
Omegainput1_s     1.029527e+01 3.293874e+00
Omegainput1_s     6.938463e+00 3.767120e+00
Omegainput1_s     6.817313e+00 3.485021e+00
Omegainput1_s     6.957050e+00 3.333687e+00
Omegainput1_s     9.372217e+00 3.258878e+00
Omegainput1_s     9.926958e+00 3.228342e+00
Omegainput1_s    -6.755282e+00 7.916730e+00
Omegainput1_s     6.095203e+00 3.552785e+00
Omegainput1_s     1.033296e+01 3.228879e+00
Omegainput1_s    -6.529265e+00 5.671211e+00
Omegainput1_s     1.176653e+01 3.379045e+00
Omegainput1_s    -6.782355e+00 5.437156e+00
Omegainput1_s     1.717584e+00 4.298760e+00
Omegainput1_s     6.227258e+00 3.327348e+00
Omegainput1_s     8.467306e+00 3.217595e+00
Omegainput1_s     1.295004e+01 3.338127e+00
Omegainput1_s     1.860285e-01 3.879854e+00
Omegainput1_s     9.082225e+00 3.481948e+00
Omegainput1_s    -7.219735e+00 5.650086e+00
Omegainput1_s     1.749793e-01 4.008300e+00
Omegainput1_s    -2.213850e+00 4.939898e+00
Omegainput1_s     9.440994e+00 3.261116e+00
Omegainput1_s     8.302953e+00 3.351914e+00
Omegainput1_s     9.492444e-01 4.059095e+00
Omegainput1_s     3.264904e+00 3.618060e+00
Omegainput1_s     4.094724e+00 3.412638e+00
Omegainput1_s     1.530965e+01 3.522913e+00
Omegainput1_s    -6.788264e+00 5.843807e+00
Omegainput1_s    -4.393183e+00 5.342593e+00
Omegainput1_s     2.717534e+00 3.498834e+00
Omegainput1_s     4.890041e+00 3.627596e+00
Omegainput1_s     1.324750e+01 3.478349e+00
Omegainput1_s     8.370403e+00 3.145480e+00
Omegainput1_s    -4.672258e+00 4.728092e+00
Omegainput1_s    -3.573987e+00 5.033795e+00
Omegainput1_s    -3.695995e+00 4.341028e+00
Omegainput1_s     8.261060e+00 3.198355e+00
Omegainput1_s    -3.973710e+00 5.224237e+00
Omegainput1_s    -6.197737e+00 6.867023e+00
Omegainput1_s     8.314106e+00 3.128682e+00
Omegainput1_s     4.668013e+00 4.458559e+00
Omegainput1_s    -5.604326e+00 6.845054e+00
Omegainput1_s    -9.349181e+00 6.330718e+00
Omegainput1_s    -2.263975e-01 4.143575e+00
Omegainput1_s     1.239734e+01 3.436398e+00
Omegainput1_s     1.999012e-01 4.578021e+00
Omegainput1_s     3.277290e+00 4.269513e+00
Omegainput1_s    -8.033564e+00 6.747403e+00
Omegainput1_s     6.424408e+00 3.645678e+00
Omegainput1_s     1.156380e+01 3.246342e+00
Omegainput1_s     2.584889e+00 4.121442e+00
