"FID_1,N,9,0","Id,N,6,0","FID_2,N,9,0","AREA,N,13,11","PERIMETER,N,13,11","AREA_KM2,N,19,11","PERIMETER_,N,19,11","STRATUM,N,14,0","STATION,C,8","LONGITUDE,N,19,11","LATITUDE,N,19,11"
43603,0,18386,25102400,20062.6,25.102352,20.0625214844,13,128-70,-159.446209503,55.2082017888
43576,0,18387,25226400,20118.1,25.226492,20.11809375,13,109-68,-161.008949964,55.1240983242
43589,0,18388,25228900,20117.8,25.228876,20.1178222656,13,118-69,-160.257384189,55.1672203638
43553,0,18389,12361200,19381.3,12.361264,19.3812421875,12,93-66,-162.334124004,55.0359005246
43644,0,18391,25233000,20115.8,25.23288,20.1157734375,21,157-72,-157.06212567,55.2955099765
43645,0,18391,25233000,20115.8,25.23288,20.1157734375,21,157-72,-157.003853386,55.2970283406
43622,0,18392,25109100,20064.2,25.109118,20.0642285156,120,141-71,-158.342764809,55.2547367003
43604,0,18393,21800900,18691,21.80091,18.691,13,129-70,-159.38820319,55.2109120039
43605,0,18393,21800900,18691,21.80091,18.691,13,129-70,-159.330188637,55.2135932495
43646,0,18394,25084500,20053.8,25.084362,20.0537539063,21,158-72,-156.945576473,55.298517548
43590,0,18395,25071200,20051.7,25.071188,20.0517246094,13,119-69,-160.199502316,55.1703355102
43591,0,18395,25071200,20051.7,25.071188,20.0517246094,13,119-69,-160.141610995,55.1734217745
43623,0,18398,25104500,20062.3,25.104482,20.0622929688,120,142-71,-158.284616837,55.2568955616
43577,0,18399,25068700,20051.9,25.068898,20.051953125,13,110-68,-160.951198669,55.1275883059
43578,0,18399,25068700,20051.9,25.068898,20.051953125,13,110-68,-160.893436821,55.1310494972
43564,0,18400,15485800,21004.4,15.485932,21.0043300781,12,101-67,-161.701111684,55.0799756748
43565,0,18400,15485800,21004.4,15.485932,21.0043300781,12,101-67,-161.643493591,55.0838105413
43647,0,18401,25079900,20051.9,25.079802,20.0518496094,21,159-72,-156.887295021,55.2999775954
43648,0,18401,25079900,20051.9,25.079802,20.0518496094,21,159-72,-156.829009118,55.3014084797
43606,0,18405,19851800,18270.8,19.851806,18.2707949219,112,130-70,-159.27216593,55.2162455197
43649,0,18408,20391500,17908.7,20.391524,17.9086796875,21,160-72,-156.770718854,55.3028101977
43624,0,18410,25262500,20128.3,25.262374,20.1282363281,120,143-71,-158.226462286,55.2590253536
43625,0,18410,25262500,20128.3,25.262374,20.1282363281,120,143-71,-158.168301244,55.2611260718
43592,0,18415,24762100,20322,24.762192,20.3219960937,13,120-69,-160.083710313,55.1764791501
43650,0,18416,25084300,20053.7,25.084488,20.0538046875,122,161-72,-156.712424318,55.3041827463
43556,0,18418,24182800,19665.4,24.182726,19.6653808594,12,95-66,-162.161630296,55.0482646466
43579,0,18419,20985700,23931,20.985782,23.9311621094,13,111-68,-160.835664503,55.1344818909
43607,0,18420,25106900,20064.4,25.10698,20.0644550781,112,131-70,-159.214135155,55.2188688088
43608,0,18420,25106900,20064.4,25.10698,20.0644550781,112,131-70,-159.156096401,55.2214631112
43626,0,18421,25109200,20064.3,25.109138,20.0642363281,120,144-71,-158.110133799,55.2631977115
43651,0,18422,25079700,20051.8,25.07981,20.0518515625,122,162-72,-156.654125599,55.3055261226
43652,0,18422,25079700,20051.8,25.07981,20.0518515625,122,162-72,-156.595822788,55.3068403236
43653,0,18426,25237600,20117.7,25.2376,20.1177421875,122,163-72,-156.537515973,55.3081253465
43627,0,18428,7964250,12777.6,7.964248,12.7775654297,120,145-71,-158.051960038,55.2652402683
43552,0,18429,8586200,15853.9,8.586144,15.8538984375,12,92-66,-162.391596911,55.0317219485
43609,0,18431,25260300,20128.6,25.260416,20.1286152344,112,132-70,-159.098049754,55.2240284212
43628,0,18432,17140600,16966.4,17.140608,16.9663535156,21,145-71,-157.993780051,55.2672537377
43594,0,18434,4113710,11960.6,4.1136725,11.9605830078,13,121-69,-159.967881205,55.182507209
43654,0,18435,25084300,20053.7,25.084484,20.0538027344,122,164-72,-156.479205243,55.3093811884
43655,0,18435,25084300,20053.7,25.084484,20.0538027344,122,164-72,-156.420890689,55.3106078466
43557,0,18436,25093100,20063.4,25.092874,20.0633222656,12,96-66,-162.104107673,55.0523287895
43558,0,18436,25093100,20063.4,25.092874,20.0633222656,12,96-66,-162.046572826,55.0563643024
43580,0,18437,24547000,20062.5,24.54699,20.0625,13,112-68,-160.777881801,55.1378854794
43581,0,18437,24547000,20062.5,24.54699,20.0625,13,112-68,-160.7200888,55.1412602556
43629,0,18441,25262300,20128.2,25.262364,20.1282324219,21,146-71,-157.935593926,55.2692381153
43656,0,18443,25079700,20051.8,25.07973,20.0518203125,122,165-72,-156.3625724,55.3118053183
43610,0,18446,17496500,16882.1,17.49646,16.88203125,112,133-70,-159.039995301,55.2265647332
43657,0,18449,24178700,19260,24.178762,19.259984375,122,166-72,-156.304250466,55.3129736011
43630,0,18451,25109000,20064.2,25.109112,20.0642265625,21,147-71,-157.877401751,55.2711933968
43631,0,18451,25109000,20064.2,25.109112,20.0642265625,21,147-71,-157.819203614,55.2731195779
43582,0,18452,25068900,20051.9,25.068696,20.051875,13,113-68,-160.662285583,55.1446062122
43658,0,18453,7011240,12453.6,7.0111955,12.4535751953,122,167-72,-156.245924976,55.3141126923
43611,0,18454,7605930,12746.2,7.605908,12.7461806641,120,133-70,-158.98193313,55.2290720418
42859,0,18455,24240600,19639.4,24.240572,19.639421875,12,97-66,-161.982074836,55.027341184
43559,0,18455,24240600,19639.4,24.240572,19.639421875,12,97-66,-161.989025839,55.0603711768
43659,0,18456,16161700,16791.5,16.16155,16.7914296875,221,167-72,-156.187596019,55.3152225894
42912,0,18458,25107000,20064.5,25.106932,20.0644375,120,134-70,-158.919553483,55.198379741
43612,0,18458,25107000,20064.5,25.106932,20.0644375,120,134-70,-158.923863327,55.2315503415
43596,0,18460,17752600,27443.3,17.752616,27.4433496094,13,123-69,-159.852015679,55.1884196349
42932,0,18462,25104600,20062.3,25.104574,20.062328125,21,148-71,-157.757702584,55.2418101103
43632,0,18462,25104600,20062.3,25.104574,20.062328125,21,148-71,-157.760999604,55.2750166545
43660,0,18464,19095300,17965.6,19.09538,17.9655878906,320,168-72,-156.129263686,55.31630329
43661,0,18465,18106200,18188.5,18.10623,18.1885273438,320,169-72,-156.070928066,55.3173547918
43662,0,18465,18106200,18188.5,18.10623,18.1885273438,320,169-72,-156.012589249,55.3183770923
42849,0,18468,11376900,15181.2,11.376881,15.1811982422,12,90-65,-162.556499026,54.9860184911
43549,0,18468,11376900,15181.2,11.376881,15.1811982422,12,90-65,-162.563939502,55.0190147379
42871,0,18469,14561200,15641.7,14.561209,15.6417177734,13,105-67,-161.291185639,55.0731493206
43571,0,18469,14561200,15641.7,14.561209,15.6417177734,13,105-67,-161.297545182,55.1062168241
42883,0,18470,23156600,23072.8,23.156344,23.0727421875,13,114-68,-160.598708278,55.114821621
43583,0,18470,23156600,23072.8,23.156344,23.0727421875,13,114-68,-160.604472236,55.147923342
43584,0,18470,23156600,23072.8,23.156344,23.0727421875,13,114-68,-160.546648844,55.1512116379
43663,0,18471,8447430,14213.9,8.447324,14.2137724609,320,170-72,-155.954247325,55.3193701895
42933,0,18473,25262500,20128.3,25.26247,20.1282714844,21,149-71,-157.699543605,55.2436765313
43633,0,18473,25262500,20128.3,25.26247,20.1282714844,21,149-71,-157.70278981,55.2768846224
42913,0,18475,25260300,20128.6,25.260256,20.1285527344,120,135-70,-158.861526605,55.2008270037
43613,0,18475,25260300,20128.6,25.260256,20.1285527344,120,135-70,-158.865785979,55.233999627
42897,0,18478,25075800,20053.7,25.075828,20.053671875,13,124-69,-159.789005091,55.1581950395
42898,0,18478,25075800,20053.7,25.075828,20.053671875,13,124-69,-159.73110019,55.161076571
43597,0,18478,25075800,20053.7,25.075828,20.053671875,13,124-69,-159.794069475,55.1913324695
43598,0,18478,25075800,20053.7,25.075828,20.053671875,13,124-69,-159.736114425,55.1942163769
43664,0,18479,6394530,12404,6.394466,12.4039121094,320,171-72,-155.895902384,55.3203340811
42860,0,18481,23155700,25691.2,23.155836,25.6912753906,12,98-66,-161.924564912,55.0313161606
43560,0,18481,23155700,25691.2,23.155836,25.6912753906,12,98-66,-161.931466793,55.0643494041
43561,0,18481,23155700,25691.2,23.155836,25.6912753906,12,98-66,-161.873895772,55.0682989759
43665,0,18486,13879300,17717.5,13.879311,17.7175117188,420,171-72,-155.837554515,55.321268765
43666,0,18487,6447530,12223.6,6.447459,12.2235820313,420,172-72,-155.779203808,55.3221742392
42872,0,18488,25250900,20128.5,25.25108,20.1285722656,13,106-67,-161.233537857,55.076780163
43572,0,18488,25250900,20128.5,25.25108,20.1285722656,13,106-67,-161.23984792,55.1098506443
42934,0,18489,25104500,20062.3,25.104446,20.0622792969,21,150-71,-157.641378945,55.2455138635
42935,0,18489,25104500,20062.3,25.104446,20.0622792969,21,150-71,-157.583208693,55.2473221029
43634,0,18489,25104500,20062.3,25.104446,20.0622792969,21,150-71,-157.64457432,55.2787234775
43635,0,18489,25104500,20062.3,25.104446,20.0622792969,21,150-71,-157.586353223,55.2805332159
42850,0,18490,25095100,20065.5,25.095182,20.0655566406,12,91-65,-162.499113068,54.9902793239
43550,0,18490,25095100,20065.5,25.095182,20.0655566406,12,91-65,-162.506504743,55.0232790462
42966,0,18491,18646500,18079.4,18.646438,18.0793085938,520,172-72,-155.777641508,55.2889285881
42914,0,18492,25102500,20062.6,25.102372,20.0625292969,120,136-70,-158.803492289,55.2032452705
42915,0,18492,25102500,20062.6,25.102372,20.0625292969,120,136-70,-158.745450624,55.2056345362
43614,0,18492,25102500,20062.6,25.102372,20.0625292969,120,136-70,-158.807701175,55.236419893
43615,0,18492,25102500,20062.6,25.102372,20.0625292969,120,136-70,-158.749609002,55.2388111341
42967,0,18493,22229300,18627.4,22.229186,18.6272988281,520,173-72,-155.719339246,55.2898041228
43667,0,18493,22229300,18627.4,22.229186,18.6272988281,520,173-72,-155.720850353,55.3230505016
42884,0,18494,21798200,24532.1,21.797922,24.5320253906,13,115-68,-160.540934693,55.1181072152
42885,0,18494,21798200,24532.1,21.797922,24.5320253906,13,115-68,-160.483151174,55.1213639917
43585,0,18494,21798200,24532.1,21.797922,24.5320253906,13,115-68,-160.488815492,55.1544710928
43668,0,18496,2254150,7139.01,2.2541315,7.1390317383,520,174-72,-155.66249424,55.3238975504
42899,0,18498,23414800,25684.6,23.414668,25.6846542969,13,125-69,-159.673186552,55.1639291925
43599,0,18498,23414800,25684.6,23.414668,25.6846542969,13,125-69,-159.678150614,55.1970713507
42936,0,18499,25109100,20064.2,25.109116,20.0642285156,21,151-71,-157.525032937,55.2491012455
43636,0,18499,25109100,20064.2,25.109116,20.0642285156,21,151-71,-157.528126607,55.2823138335
42916,0,18500,25107000,20064.5,25.10698,20.0644570313,120,137-70,-158.687401695,55.2079947956
43616,0,18500,25107000,20064.5,25.10698,20.0644570313,120,137-70,-158.691509547,55.2411733453
42861,0,18501,25093100,20063.4,25.093016,20.063375,12,99-66,-161.867043044,55.0352625043
42862,0,18501,25093100,20063.4,25.093016,20.063375,12,99-66,-161.809509313,55.0391802068
42937,0,18504,25109100,20064.2,25.109284,20.0642910156,21,152-71,-157.466851765,55.2508512875
42938,0,18504,25109100,20064.2,25.109284,20.0642910156,21,152-71,-157.408665266,55.2525722251
43637,0,18504,25109100,20064.2,25.109284,20.0642910156,21,152-71,-157.469894561,55.2840653266
42873,0,18505,25097900,20064.3,25.098024,20.064328125,13,107-67,-161.175879128,55.0803822759
42841,0,18506,25089900,20064.7,25.089888,20.0647304688,12,85-64,-163.01511742,54.950905259
42842,0,18506,25089900,20064.7,25.089888,20.0647304688,12,85-64,-162.9578365,54.9553941325
43541,0,18506,25089900,20064.7,25.089888,20.0647304688,12,85-64,-163.022947096,54.9838728991
42886,0,18507,25068900,20051.9,25.06879,20.0519121094,13,116-68,-160.425357806,55.1245919434
42851,0,18508,25248100,20129.9,25.248152,20.1299160156,12,92-65,-162.441714345,54.9945116105
42852,0,18508,25248100,20129.9,25.248152,20.1299160156,12,92-65,-162.384302938,54.9987153421
42900,0,18509,19252100,25619.1,19.251936,25.6190878906,13,126-69,-159.615264264,55.1667528977
42939,0,18510,25109200,20064.3,25.109334,20.0643105469,21,153-71,-157.350473529,55.2542640544
42917,0,18511,25107200,20064.5,25.106994,20.0644648437,120,138-70,-158.629345592,55.2103260437
42918,0,18511,25107200,20064.5,25.106994,20.0644648437,120,138-70,-158.5712824,55.2126282753
42963,0,18513,16605100,16488.9,16.605096,16.4889960938,420,170-72,-155.952531491,55.2861268671
42940,0,18515,25257800,20126.3,25.257928,20.1263710937,21,154-71,-157.292276642,55.2559267719
42874,0,18516,25093300,20062.3,25.09342,20.0623964844,13,108-67,-161.118209536,55.0839556515
42875,0,18516,25093300,20062.3,25.09342,20.0623964844,13,108-67,-161.060529166,55.0875002824
42863,0,18517,19236300,21455.6,19.236248,21.4555898438,12,100-66,-161.751963804,55.0430692597
42887,0,18520,25073400,20053.8,25.073542,20.0539042969,13,117-68,-160.367554673,55.1277910633
42888,0,18520,25073400,20053.8,25.073542,20.0539042969,13,117-68,-160.309741862,55.1309613447
42919,0,18521,25102700,20062.7,25.10246,20.0625664062,120,139-70,-158.513212208,55.2149014854
42941,0,18525,25109200,20064.3,25.109292,20.064296875,21,155-71,-157.234074694,55.257560374
42942,0,18525,25109200,20064.3,25.109292,20.064296875,21,155-71,-157.175867774,55.2591648569
42853,0,18526,24270300,20704.2,24.27012,20.7041152344,12,93-65,-162.32687893,55.0028905098
42920,0,18530,25260400,20128.6,25.260436,20.1286171875,120,140-70,-158.455135103,55.2171456692
42921,0,18530,25260400,20128.6,25.260436,20.1286171875,120,140-70,-158.397051172,55.2193608218
42903,0,18531,25071300,20051.8,25.071132,20.051703125,13,128-69,-159.441446354,55.1750504556
42943,0,18532,25109000,20064.2,25.10917,20.0642480469,21,156-71,-157.11765597,55.2607402174
42876,0,18535,25251100,20128.6,25.251128,20.1285917969,13,109-67,-161.002838101,55.0910161609
42889,0,18536,25226400,20118.1,25.226602,20.1181386719,13,118-68,-160.251919456,55.1341027807
42864,0,18537,7981490,14128.3,7.9812545,14.1281982422,12,101-66,-161.694406598,55.0469296548
42944,0,18539,25257700,20126.3,25.257658,20.1262695312,21,157-71,-157.059439371,55.2622864518
42945,0,18539,25257700,20126.3,25.257658,20.1262695312,21,157-71,-157.001218067,55.263803557
42922,0,18540,25107000,20064.4,25.107116,20.0645058594,120,141-70,-158.338960504,55.2215469384
42962,0,18542,6978430,13204.2,6.978448,13.2042675781,420,169-72,-156.010822253,55.2851345945
42854,0,18544,23845700,20373.3,23.845598,20.3732324219,12,94-65,-162.269442403,55.0070371048
42855,0,18544,23845700,20373.3,23.845598,20.3732324219,12,94-65,-162.211993437,55.0111551183
42904,0,18545,25229000,20117.9,25.2289,20.1178300781,13,129-69,-159.383490325,55.1777584357
42905,0,18545,25229000,20117.9,25.2289,20.1178300781,13,129-69,-159.325526076,55.1804374697
42946,0,18546,25109100,20064.2,25.109012,20.0641875,21,158-71,-156.942992146,55.2652915294
42890,0,18548,23088100,20949.9,23.088192,20.9500585938,13,119-68,-160.194087542,55.1372153647
42891,0,18548,23088100,20949.9,23.088192,20.9500585938,13,119-68,-160.136246206,55.1402990898
42877,0,18549,25093300,20062.4,25.093232,20.0623203125,13,110-67,-160.945136426,55.0945032795
42878,0,18549,25093300,20062.4,25.093232,20.0623203125,13,110-67,-160.887424225,55.0979616309
42923,0,18550,25102400,20062.5,25.102564,20.0626054688,120,142-70,-158.280863186,55.2237040142
42865,0,18551,17116000,17807,17.116138,17.8070390625,13,101-66,-161.636837779,55.0507613839
42947,0,18552,25104400,20062.3,25.104414,20.062265625,21,159-71,-156.884761698,55.266750366
42948,0,18552,25104400,20062.3,25.104414,20.062265625,21,159-71,-156.82652681,55.2681800635
42866,0,18554,19020700,18618.9,19.020496,18.618859375,13,102-66,-161.57925743,55.0545644388
42906,0,18557,24347200,19375.2,24.347118,19.3751894531,13,130-69,-159.267553695,55.1830875519
42949,0,18558,21544000,18116.5,21.544042,18.1164921875,21,160-71,-156.768287573,55.2695806188
42924,0,18559,25260200,20128.5,25.260348,20.1285839844,120,143-70,-158.222759306,55.2258320445
42925,0,18559,25260200,20128.5,25.260348,20.1285839844,120,143-70,-158.164648951,55.2279310248
42856,0,18560,25248000,20129.9,25.248108,20.1299023438,12,95-65,-162.154532115,55.0152445416
42950,0,18565,25109200,20064.3,25.109218,20.0642675781,122,161-71,-156.710044075,55.2709520289
42879,0,18566,25097800,20064.3,25.097846,20.0642578125,13,111-67,-160.829701581,55.1013912074
42964,0,18568,4966780,12947.9,4.9666495,12.9477871094,520,171-72,-155.89423772,55.2870899583
42965,0,18568,4966780,12947.9,4.9666495,12.9477871094,520,171-72,-155.835941029,55.288023866
42907,0,18571,11633800,14610.4,11.633861,14.6104648438,112,131-69,-159.209573268,55.1857086766
42908,0,18571,11633800,14610.4,11.633861,14.6104648438,112,131-69,-159.151584882,55.1883008381
42926,0,18572,25082000,19934.2,25.082178,19.9342460938,120,144-70,-158.106532211,55.2300009505
42951,0,18574,25104600,20062.3,25.104448,20.0622792969,122,162-71,-156.651796405,55.2722942907
42952,0,18574,25104600,20062.3,25.104448,20.0622792969,122,162-71,-156.593544654,55.2736074014
42193,0,18576,14770600,23937.2,14.770471,23.9371855469,13,121-68,-160.015280021,55.1132504043
42893,0,18576,14770600,23937.2,14.770471,23.9371855469,13,121-68,-160.020535604,55.1463799373
42253,0,18577,25262400,20128.3,25.262288,20.128203125,122,163-71,-156.533065749,55.2416557447
42953,0,18577,25262400,20128.3,25.262288,20.128203125,122,163-71,-156.535288909,55.274891358
42927,0,18579,5580530,11366,5.580527,11.3660087891,120,145-70,-158.048409172,55.232041817
42909,0,18581,15521800,16511.1,15.521833,16.5110449219,112,132-69,-159.093588624,55.1908640308
42180,0,18582,25251000,20128.5,25.251052,20.1285625,13,112-67,-160.766065633,55.0716966159
42880,0,18582,25251000,20128.5,25.251052,20.1285625,13,112-67,-160.771968581,55.104792002
42881,0,18582,25251000,20128.5,25.251052,20.1285625,13,112-67,-160.714225307,55.1081640072
42157,0,18583,25090200,20063.5,25.090388,20.0635429687,12,96-65,-162.090021558,54.9862798937
42857,0,18583,25090200,20063.5,25.090388,20.0635429687,12,96-65,-162.09705852,55.019305366
42858,0,18583,25090200,20063.5,25.090388,20.0635429687,12,96-65,-162.039572732,55.023337583
42227,0,18584,19519900,18709.6,19.51998,18.7095742187,21,145-70,-158.044864515,55.1988416688
42228,0,18584,19519900,18709.6,19.51998,18.7095742187,21,145-70,-157.986785915,55.2008518089
42928,0,18584,19519900,18709.6,19.51998,18.7095742187,21,145-70,-157.990279922,55.2340536201
42147,0,18585,25243200,20129.3,25.243206,20.1293183594,12,89-64,-162.663707354,54.9444198778
42847,0,18585,25243200,20129.3,25.243206,20.1293183594,12,89-64,-162.671232324,54.9774112233
42848,0,18585,25243200,20129.3,25.243206,20.1293183594,12,89-64,-162.613872139,54.9817291212
42254,0,18587,25109400,20064.3,25.10912,20.0642304688,122,164-71,-156.474857091,55.2429095045
42255,0,18587,25109400,20064.3,25.10912,20.0642304688,122,164-71,-156.416644629,55.2441341288
42954,0,18587,25109400,20064.3,25.10912,20.0642304688,122,164-71,-156.47702926,55.2761461578
42955,0,18587,25109400,20064.3,25.10912,20.0642304688,122,164-71,-156.418765797,55.277371798
42229,0,18590,25260300,20128.6,25.260328,20.1285761719,21,146-70,-157.928701209,55.2028329049
42929,0,18590,25260300,20128.6,25.260328,20.1285761719,21,146-70,-157.932144551,55.2360363552
42956,0,18591,22055400,18649.8,22.055336,18.6497714844,122,165-71,-156.360498608,55.278568276
42910,0,18593,14863700,15732.7,14.863645,15.7327236328,112,133-69,-159.03558458,55.1933982491
42957,0,18594,3616560,9638.23,3.61659425,9.6382617188,122,166-71,-156.302227784,55.2797355891
42181,0,18595,25093200,20062.3,25.093244,20.0623261719,13,113-67,-160.708372002,55.0750658558
42182,0,18595,25093200,20062.3,25.093244,20.0623261719,13,113-67,-160.65066821,55.0784063222
42882,0,18595,25093200,20062.3,25.093244,20.0623261719,13,113-67,-160.656471844,55.1115072159
42230,0,18596,25107300,20064.6,25.10711,20.0645078125,21,147-70,-157.870610485,55.2047849524
42930,0,18596,25107300,20064.6,25.10711,20.0645078125,21,147-70,-157.874003145,55.2379900181
42257,0,18598,15783200,16628.5,15.783225,16.6285449219,221,166-71,-156.300208648,55.2464959604
42958,0,18599,2940760,8476.26,2.940769,8.4762158203,221,167-71,-156.243953413,55.2808737347
42911,0,18600,7596480,12727.1,7.5965105,12.7271552734,120,133-69,-158.977572837,55.1959034877
42158,0,18601,25094900,20065.5,25.095006,20.0654882813,12,97-65,-162.032584748,54.9903088214
42159,0,18601,25094900,20065.5,25.095006,20.0654882813,12,97-65,-161.97513586,54.9943091556
42258,0,18603,20756800,17800.4,20.756784,17.8004355469,320,167-71,-156.241985307,55.2476331624
42259,0,18603,20756800,17800.4,20.756784,17.8004355469,320,167-71,-156.183758518,55.2487412187
42959,0,18603,20756800,17800.4,20.756784,17.8004355469,320,167-71,-156.185675585,55.2819827105
42148,0,18604,20629300,26350.7,20.629344,26.3506699219,12,90-64,-162.606395822,54.9487342625
42149,0,18604,20629300,26350.7,20.629344,26.3506699219,12,90-64,-162.549071397,54.9530201414
42211,0,18605,25075800,20053.7,25.075788,20.0536523437,120,134-69,-158.973220156,55.1627331761
42212,0,18605,25075800,20053.7,25.075788,20.0536523437,120,134-69,-158.915251164,55.1652073871
42960,0,18607,8491750,14733.3,8.491669,14.7332822266,320,168-71,-156.127394389,55.2830625139
42231,0,18609,25102500,20062.6,25.1023,20.0625019531,21,148-70,-157.81251383,55.2067079474
42232,0,18609,25102500,20062.6,25.1023,20.0625019531,21,148-70,-157.754411332,55.2086018856
42931,0,18609,25102500,20062.6,25.1023,20.0625019531,21,148-70,-157.815855793,55.2399146045
42961,0,18612,13187100,16001.5,13.187004,16.0014609375,420,169-71,-156.069109915,55.2841131427
42260,0,18614,16173500,17137.8,16.173604,17.1377539063,420,168-71,-156.12552837,55.2498201268
42183,0,18615,25097800,20064.2,25.097942,20.0642949219,13,114-67,-160.59295434,55.0817180079
42213,0,18618,25228900,20117.8,25.22892,20.1178398438,120,135-69,-158.857274668,55.1676526311
42233,0,18619,25260200,20128.5,25.260228,20.1285390625,21,149-70,-157.696303081,55.2104667629
42196,0,18620,10710800,18924.7,10.710813,18.92478125,13,123-68,-159.841795567,55.122147748
42197,0,18621,23909200,19590.4,23.909358,19.5904941406,13,124-68,-159.78394953,55.1250557891
42198,0,18621,23909200,19590.4,23.909358,19.5904941406,13,124-68,-159.726094692,55.1279349497
42263,0,18622,21007400,18649,21.007474,18.6491152344,520,170-71,-155.950818667,55.2528819388
42160,0,18623,16363300,26892.9,16.363264,26.8928789063,12,98-65,-161.917674975,54.998280888
42264,0,18624,25257500,20126.2,25.257694,20.1262832031,520,171-71,-155.892575977,55.2538442312
42171,0,18625,25250800,20129.7,25.25079,20.1296777344,13,106-66,-161.284837126,55.0400798564
42172,0,18625,25250800,20129.7,25.25079,20.1296777344,13,106-66,-161.22723874,55.043707727
42150,0,18626,25090200,20064.8,25.090156,20.0648398438,12,91-64,-162.491734158,54.9572775055
42265,0,18627,20702300,18349.9,20.702406,18.3499238281,520,172-71,-155.834330375,55.2547773643
42266,0,18627,20702300,18349.9,20.702406,18.3499238281,520,172-71,-155.776081949,55.255681336
42234,0,18628,25102600,20062.6,25.102446,20.0625585938,21,150-70,-157.638189164,55.2123025752
42235,0,18628,25102600,20062.6,25.102446,20.0625585938,21,150-70,-157.580069668,55.2141093186
42214,0,18629,25071100,20051.7,25.071262,20.0517539062,120,136-69,-158.799290753,55.1700689029
42215,0,18629,25071100,20051.7,25.071262,20.0517539062,120,136-69,-158.741299508,55.1724561971
42184,0,18632,25250900,20128.5,25.251248,20.1286386719,13,115-67,-160.535230477,55.085000906
42185,0,18632,25250900,20128.5,25.251248,20.1286386719,13,115-67,-160.477496705,55.0882550093
42199,0,18633,22384600,21780.3,22.384772,21.7805058594,13,125-68,-159.668231141,55.1307852236
42236,0,18635,25107200,20064.5,25.10704,20.0644804687,21,151-70,-157.521944683,55.2158869892
42140,0,18636,17228500,18152.7,17.228552,18.1528125,12,84-63,-163.064520248,54.9134217909
42216,0,18637,25075800,20053.6,25.075946,20.0537148438,120,137-69,-158.683301019,55.1748145087
42162,0,18638,14608700,15831.6,14.608674,15.8315986328,12,99-65,-161.802717548,55.0061385134
42141,0,18639,25087000,20064.8,25.087176,20.0649160156,12,85-63,-163.007301237,54.9179354592
42142,0,18639,25087000,20064.8,25.087176,20.0649160156,12,85-63,-162.950068767,54.9224206864
42173,0,18640,25097500,20065.3,25.097498,20.065265625,13,107-66,-161.169629435,55.0473068909
42237,0,18641,25107000,20064.5,25.107036,20.0644785156,21,152-70,-157.463814297,55.217635583
42238,0,18641,25107000,20064.5,25.107036,20.0644785156,21,152-70,-157.405678597,55.2193550964
42151,0,18642,24077800,19259.9,24.077732,19.2598300781,12,92-64,-162.434384188,54.9615063458
42152,0,18642,24077800,19259.9,24.077732,19.2598300781,12,92-64,-162.377021567,54.9657066535
42186,0,18643,25093100,20062.3,25.093272,20.0623359375,13,116-67,-160.41975311,55.091480311
42200,0,18644,15584500,22799.4,15.584628,22.7995566406,13,126-68,-159.610358961,55.1336066046
42217,0,18645,25075900,20053.7,25.075858,20.0536796875,120,138-69,-158.625295373,55.1771438326
42218,0,18645,25075900,20053.7,25.075858,20.0536796875,120,138-69,-158.567282658,55.1794441637
42239,0,18646,25107100,20064.5,25.106918,20.0644355469,21,153-70,-157.347537673,55.2210455255
42174,0,18650,25093100,20063.4,25.092898,20.0633359375,13,108-66,-161.112009295,55.0508773405
42175,0,18650,25093100,20063.4,25.092898,20.0633359375,13,108-66,-161.054378406,55.0544190682
42240,0,18651,25255600,20126.6,25.25544,20.1265449219,21,154-70,-157.289391613,55.2227068667
42209,0,18654,9707110,14256.2,9.707115,14.2562353516,13,132-69,-159.089135278,55.1576978746
42187,0,18655,25097900,20064.3,25.097936,20.0642949219,13,117-67,-160.361999776,55.0946768042
42188,0,18655,25097900,20064.3,25.097936,20.0642949219,13,117-67,-160.304236789,55.0978444819
42219,0,18656,25071200,20051.7,25.071186,20.0517265625,120,139-69,-158.509262961,55.1817154971
42143,0,18658,23656000,21068.1,23.656,21.0681171875,12,86-63,-162.892822919,54.926877463
42256,0,18660,3051180,8303.83,3.0512195,8.3038339844,221,165-71,-156.358428452,55.245329615
42241,0,18663,25106900,20064.4,25.106928,20.0644375,21,155-70,-157.231240504,55.2243391164
42242,0,18663,25106900,20064.4,25.106928,20.0644375,21,155-70,-157.173084437,55.225942271
42261,0,18664,11913600,15166.4,11.913639,15.1664804688,520,169-71,-156.067294953,55.2508698844
42262,0,18664,11913600,15166.4,11.913639,15.1664804688,520,169-71,-156.009058355,55.2518904891
42163,0,18665,13367200,15308.3,13.367167,15.3083496094,13,100-65,-161.74522117,55.0100243899
42220,0,18668,25228800,20117.8,25.228608,20.1177167969,120,140-69,-158.451236369,55.1839578278
42203,0,18669,25068700,20051.9,25.068892,20.0519511719,13,128-68,-159.436691511,55.1418973301
42243,0,18670,25107100,20064.5,25.107126,20.0645136719,21,156-70,-157.114923499,55.227516327
42176,0,18672,25250800,20129.7,25.250676,20.1296347656,13,109-66,-160.996736849,55.0579320664
42189,0,18673,25251100,20128.6,25.25112,20.1285898437,13,118-67,-160.246464232,55.1009833374
42164,0,18675,15893700,16578.6,15.893733,16.5785722656,13,101-65,-161.687713126,55.0138816312
