"FID_1,N,9,0","Id,N,6,0","FID_2,N,9,0","AREA,N,13,11","PERIMETER,N,13,11","AREA_KM2,N,19,11","PERIMETER_,N,19,11","STRATUM,N,14,0","STATION,C,8","LONGITUDE,N,19,11","LATITUDE,N,19,11"
17547,0,22423,25220400,20190.3,25.22057,20.1903476563,10,25-23,-167.902208833,53.2302431166
17572,0,22440,21912700,20226.7,21.912672,20.2267363281,111,42-27,-166.543723411,53.3952396196
17542,0,22446,25242000,20200.2,25.242132,20.2001875,10,22-22,-168.172532403,53.195236222
17548,0,22452,25067600,20123,25.067612,20.1229726562,10,26-23,-167.84808767,53.2371644924
17560,0,22454,25080600,20123.7,25.080632,20.1237167969,10,34-25,-167.197195253,53.3181350035
17573,0,22458,25093200,20124.4,25.093086,20.1243339844,111,43-27,-166.48915448,53.4014898474
17574,0,22458,25093200,20124.4,25.093086,20.1243339844,111,43-27,-166.434568477,53.4077130728
17568,0,22470,20513800,19180.3,20.513904,19.1803730469,10,39-26,-166.761827112,53.3699689195
17543,0,22472,25088800,20132.6,25.088672,20.1325917969,10,23-22,-168.118505528,53.2022908936
17561,0,22475,25049400,19981.6,25.049372,19.9815351563,10,35-25,-167.142836262,53.3247083348
17562,0,22475,25049400,19981.6,25.049372,19.9815351563,10,35-25,-167.088459419,53.331254807
17549,0,22477,25062700,20120.8,25.062636,20.1207949219,10,27-23,-167.793947835,53.2440591708
17550,0,22477,25062700,20120.8,25.062636,20.1207949219,10,27-23,-167.739789391,53.2509271391
17555,0,22483,20244900,20155.6,20.244876,20.1556386719,10,31-24,-167.468720223,53.2848658874
17556,0,22483,20244900,20155.6,20.244876,20.1556386719,10,31-24,-167.41445144,53.2915733309
17575,0,22484,25088600,20122.4,25.088714,20.1224140625,111,44-27,-166.379965468,53.4139092842
17569,0,22488,10709800,13010.3,10.709814,13.0103339844,10,40-26,-166.707327121,53.3763270393
17544,0,22489,25084100,20130.6,25.083982,20.1305390625,10,24-22,-168.064459672,53.2093189317
17545,0,22489,25084100,20130.6,25.083982,20.1305390625,10,24-22,-168.010394896,53.2163203235
17563,0,22491,18108000,19222,18.107806,19.2219511719,10,36-25,-167.034064791,53.3377744079
17551,0,22492,21162700,20824.6,21.162726,20.8247050781,10,28-23,-167.6856124,53.2577683846
17553,0,22493,4632580,8979.57,4.632547,8.9795283203,10,29-24,-167.577203028,53.2713706569
17557,0,22495,25074100,20123.3,25.07394,20.1232597656,10,32-24,-167.360164488,53.2982539765
17539,0,22502,12866300,20415.9,12.866292,20.4157636719,10,20-21,-168.334498527,53.1739125355
17576,0,22503,21428100,18661.5,21.42811,18.6615546875,111,45-27,-166.32534552,53.4200784699
16840,0,22509,25079700,20131,25.079562,20.1309570312,10,21-21,-168.268748996,53.1484405638
17540,0,22509,25079700,20131,25.079562,20.1309570312,10,21-21,-168.280528964,53.1810470299
16871,0,22510,25002300,20090.8,25.002208,20.09078125,111,41-26,-166.587810944,53.3561985798
17570,0,22510,25002300,20090.8,25.002208,20.09078125,111,41-26,-166.652809797,53.3826582038
17571,0,22510,25002300,20090.8,25.002208,20.09078125,111,41-26,-166.598275206,53.3889624012
16884,0,22513,21025400,18380.5,21.025432,18.3804707031,210,50-28,-165.877883725,53.4356331456
16846,0,22515,25241800,20200.1,25.241654,20.2000078125,10,25-22,-167.944782623,53.1906567742
17546,0,22515,25241800,20200.1,25.241654,20.2000078125,10,25-22,-167.956311263,53.223295056
17564,0,22516,15655700,16874,15.65563,16.874046875,10,37-25,-166.979652441,53.3442671253
17565,0,22516,15655700,16874,15.65563,16.874046875,10,37-25,-166.925222433,53.3507329472
16858,0,22517,25222400,20188.6,25.222158,20.188484375,10,33-24,-167.294838296,53.2722078416
16859,0,22517,25222400,20188.6,25.222158,20.188484375,10,33-24,-167.240557775,53.2788298323
17558,0,22517,25222400,20188.6,25.222158,20.188484375,10,33-24,-167.30585943,53.304907812
17559,0,22517,25222400,20188.6,25.222158,20.188484375,10,33-24,-167.251536331,53.3115348251
16852,0,22522,19972400,20448.6,19.97255,20.4487207031,10,29-23,-167.620141239,53.2319134423
17566,0,22523,2314580,12432.1,2.31454175,12.4320830078,111,38-26,-166.870774832,53.3571718615
16872,0,22527,25192500,20070.4,25.19224,20.0702675781,111,42-26,-166.533302282,53.3624710169
16841,0,22528,25237400,20200.6,25.237208,20.2005058594,10,22-21,-168.214802042,53.1555431165
16842,0,22528,25237400,20200.6,25.237208,20.2005058594,10,22-21,-168.160836029,53.1626190793
17541,0,22528,25237400,20200.6,25.237208,20.2005058594,10,22-21,-168.226540235,53.1881549298
17567,0,22529,4726180,12667.9,4.726287,12.6679619141,111,39-26,-166.816309704,53.3635838562
16865,0,22532,9424990,19335.7,9.42492,19.3356894531,111,37-25,-166.914500257,53.3179982063
16866,0,22533,25075700,20121.6,25.075604,20.1215273438,111,38-25,-166.860095536,53.3244322273
16885,0,22534,20877800,17938.2,20.877768,17.9381953125,310,51-28,-165.823157969,53.4415540496
16847,0,22535,25088800,20132.7,25.088888,20.1326796875,10,26-22,-167.89072224,53.1975995947
16848,0,22535,25088800,20132.7,25.088888,20.1326796875,10,26-22,-167.836643169,53.2045157484
16860,0,22536,25074000,20123.3,25.073974,20.1232753906,10,34-24,-167.18625932,53.2854250065
16853,0,22537,23114000,20314.9,23.114016,20.3147949219,10,30-23,-167.565969658,53.2386960727
16854,0,22537,23114000,20314.9,23.114016,20.3147949219,10,30-23,-167.511779762,53.2454519607
16879,0,22540,23938100,19354.3,23.938094,19.3542949219,210,47-27,-166.151266655,53.4056222126
16880,0,22540,23938100,19354.3,23.938094,19.3542949219,210,47-27,-166.096623071,53.4116785501
16878,0,22541,18094000,18153.9,18.09392,18.1538769531,210,46-27,-166.205893605,53.3995388225
16873,0,22542,24013100,19407.8,24.012972,19.4077558594,111,43-26,-166.478776525,53.3687164821
16874,0,22542,24013100,19407.8,24.012972,19.4077558594,111,43-26,-166.424233738,53.3749349637
16843,0,22546,25084400,20133.1,25.084272,20.1330332031,10,23-21,-168.106851019,53.1696684394
16867,0,22547,25233600,20190.9,25.23347,20.1908886719,111,39-25,-166.80567333,53.3308393473
16868,0,22547,25233600,20190.9,25.23347,20.1908886719,111,39-25,-166.751233702,53.3372195545
16849,0,22548,25084200,20130.6,25.084294,20.1306484375,10,27-22,-167.782545471,53.2114052226
16861,0,22549,12297400,17271.6,12.297321,17.2716601563,10,35-24,-167.131942993,53.2919933522
16855,0,22552,25066700,20130,25.06667,20.1299472656,10,31-23,-167.457571615,53.252181094
16881,0,22554,18124600,19306.2,18.124682,19.30621875,210,48-27,-166.04196292,53.4177078234
16875,0,22555,11923200,16276.3,11.923057,16.2763212891,111,44-26,-166.369673987,53.3811264501
16869,0,22560,25080700,20123.7,25.08048,20.1236601563,111,40-25,-166.696776719,53.3435728368
16145,0,22561,25079800,20131,25.079824,20.1310546875,10,24-21,-167.987272426,53.1510511012
16844,0,22561,25079800,20131,25.079824,20.1310546875,10,24-21,-168.052847074,53.1766911837
16845,0,22561,25079800,20131,25.079824,20.1310546875,10,24-21,-167.998824255,53.1836872996
16839,0,22562,20689500,19897.6,20.689528,19.8976191406,10,20-20,-168.322676831,53.1413114341
16862,0,22563,12777800,15443.7,12.777937,15.4436845703,111,35-24,-167.07760886,53.2985348571
16163,0,22564,25222300,20188.5,25.222226,20.1885039062,111,36-24,-167.012466854,53.2723216071
16863,0,22564,25222300,20188.5,25.222226,20.1885039062,111,36-24,-167.023256983,53.3050495092
16882,0,22565,15599300,17080.4,15.599213,17.080375,210,49-27,-165.987286267,53.4237100213
16883,0,22565,15599300,17080.4,15.599213,17.080375,210,49-27,-165.93259318,53.4296851324
16151,0,22566,25241900,20200.1,25.241906,20.200109375,10,28-22,-167.662994927,53.1924366634
16850,0,22566,25241900,20200.1,25.241906,20.200109375,10,28-22,-167.728429208,53.2182680048
16851,0,22566,25241900,20200.1,25.241906,20.200109375,10,28-22,-167.674294444,53.2251040822
16157,0,22567,25067200,20122.8,25.067182,20.1227929688,10,32-23,-167.338055211,53.2328610578
16856,0,22567,25067200,20122.8,25.067182,20.1227929688,10,32-23,-167.403345279,53.2588834602
16857,0,22567,25067200,20122.8,25.067182,20.1227929688,10,32-23,-167.349100819,53.2655590468
16886,0,22568,3664880,9112.25,3.66482825,9.1122568359,410,51-28,-165.768415979,53.4474478333
16139,0,22570,25070500,20129.7,25.070652,20.1297792969,10,21-20,-168.310874316,53.108707099
16140,0,22570,25070500,20129.7,25.070652,20.1297792969,10,21-20,-168.256988148,53.1158308738
16170,0,22571,25075900,20121.6,25.075858,20.1216230469,111,41-25,-166.631812317,53.3171372219
16870,0,22571,25075900,20121.6,25.075858,20.1216230469,111,41-25,-166.642302444,53.3498991825
16176,0,22572,23196400,18822.4,23.196438,18.8223476562,210,45-26,-166.304865987,53.3545005039
16177,0,22572,23196400,18822.4,23.196438,18.8223476562,210,45-26,-166.250315778,53.3606332868
16876,0,22572,23196400,18822.4,23.196438,18.8223476562,210,45-26,-166.315097337,53.3872909298
16877,0,22572,23196400,18822.4,23.196438,18.8223476562,210,45-26,-166.260503854,53.3934283911
16146,0,22574,25237600,20200.6,25.237586,20.2006445312,10,25-21,-167.933272734,53.1580153275
16164,0,22575,25074000,20123.3,25.074084,20.1233164063,111,37-24,-166.958140028,53.2788044731
16864,0,22575,25074000,20123.3,25.074084,20.1233164063,111,37-24,-166.968887427,53.3115372962
16152,0,22576,25084300,20130.7,25.0842,20.1306230469,10,29-22,-167.60888393,53.1992408832
16158,0,22577,25215900,20188.3,25.21606,20.1883632812,10,33-23,-167.28383516,53.2395048212
16171,0,22581,21201000,18457.9,21.20116,18.4579453125,111,42-25,-166.577363842,53.3234318281
16172,0,22581,21201000,18457.9,21.20116,18.4579453125,111,42-25,-166.522898248,53.3296994929
16141,0,22582,25228200,20199.4,25.228256,20.1994023437,10,22-20,-168.203082906,53.1229280893
16142,0,22582,25228200,20199.4,25.228256,20.1994023437,10,22-20,-168.149158652,53.1299987326
16165,0,22585,25069400,20121.3,25.069474,20.1212832031,111,38-24,-166.903795631,53.2852604805
16166,0,22585,25069400,20121.3,25.069474,20.1212832031,111,38-24,-166.849433725,53.2916896174
16147,0,22586,25084500,20133.1,25.084386,20.1330722656,10,26-21,-167.879254336,53.1649529176
16148,0,22586,25084500,20133.1,25.084386,20.1330722656,10,26-21,-167.825217295,53.1718638589
16159,0,22587,21791400,18857.7,21.79155,18.8577675781,10,34-23,-167.229597154,53.2461217988
16160,0,22587,21791400,18857.7,21.79155,18.8577675781,10,34-23,-167.175341257,53.2527119784
16153,0,22588,25088900,20132.7,25.08883,20.13265625,10,30-22,-167.554754601,53.2060183912
16154,0,22588,25088900,20132.7,25.08883,20.13265625,10,30-22,-167.500607002,53.2127691751
16185,0,22591,20799700,18296.8,20.799792,18.2968105469,410,51-27,-165.813317538,53.4087222009
16186,0,22591,20799700,18296.8,20.799792,18.2968105469,410,51-27,-165.758619184,53.4146114773
16179,0,22596,23693600,19308.9,23.693662,19.3089140625,310,47-26,-166.141165248,53.3728178083
16180,0,22596,23693600,19308.9,23.693662,19.3089140625,310,47-26,-166.08656506,53.3788695241
16143,0,22599,25075200,20131.8,25.07529,20.1318320312,10,23-20,-168.095215447,53.1370427909
16167,0,22600,25227000,20190.6,25.22693,20.1905703125,111,39-24,-166.795054377,53.2980918719
16173,0,22601,23696200,19101.7,23.696448,19.1018144531,210,43-25,-166.4684156,53.3359402044
16174,0,22601,23696200,19101.7,23.696448,19.1018144531,210,43-25,-166.413915964,53.3421539512
16149,0,22602,25079800,20131.1,25.079772,20.1310410156,10,27-21,-167.771161671,53.1787481387
16155,0,22604,25088800,20132.6,25.08878,20.1326367188,10,31-22,-167.446441195,53.2194932224
16181,0,22605,23976200,20027.7,23.976232,20.0277304688,310,48-26,-166.031948344,53.3848941948
16178,0,22606,12355800,15961.9,12.355725,15.9618701172,310,46-26,-166.195748843,53.3667390588
16161,0,22607,22580200,19293,22.580172,19.2929277344,111,35-23,-167.121067532,53.2592753477
16137,0,22608,13424500,15442.6,13.424501,15.4425927734,10,19-19,-168.418589189,53.0943799236
16184,0,22609,10561900,15037.5,10.561813,15.0374912109,410,50-27,-165.867999698,53.4028058233
16183,0,22610,2051530,6959.48,2.0514545,6.9594399414,410,49-27,-165.922665597,53.3968623556
16175,0,22611,18126100,18298.9,18.126166,18.2989609375,210,44-25,-166.359399404,53.3483407215
15438,0,22612,25101100,20143.2,25.101098,20.143203125,10,20-19,-168.352916408,53.068954568
16138,0,22612,25101100,20143.2,25.101098,20.143203125,10,20-19,-168.36474135,53.101556778
15468,0,22613,22513100,18886.1,22.513208,18.8860683594,111,40-24,-166.73009891,53.2717119477
16168,0,22613,22513100,18886.1,22.513208,18.8860683594,111,40-24,-166.740657649,53.304467232
16169,0,22613,22513100,18886.1,22.513208,18.8860683594,111,40-24,-166.686243608,53.310815686
15444,0,22614,25044800,19999,25.04495,19.9990507812,10,24-20,-168.029678456,53.1114261308
16144,0,22614,25044800,19999,25.04495,19.9990507812,10,24-20,-168.041253351,53.1440602514
15462,0,22615,25215900,20188.3,25.2158,20.1882597656,111,36-23,-167.055960927,53.2330859154
15463,0,22615,25215900,20188.3,25.2158,20.1882597656,111,36-23,-167.001694361,53.2395906975
16162,0,22615,25215900,20188.3,25.2158,20.1882597656,111,36-23,-167.066776043,53.2658118946
15450,0,22616,25182300,20404.7,25.182384,20.404703125,10,28-21,-167.705764305,53.152940354
16150,0,22616,25182300,20404.7,25.182384,20.404703125,10,28-21,-167.717087528,53.1856057444
16182,0,22617,5169050,12418.9,5.1690505,12.41890625,310,49-26,-165.977315168,53.3908918091
15456,0,22619,25088600,20132.5,25.088772,20.1326230469,10,32-22,-167.38118729,53.1934945084
15457,0,22619,25088600,20132.5,25.088772,20.1326230469,10,32-22,-167.327027622,53.2001600053
16156,0,22619,25088600,20132.5,25.088772,20.1326230469,10,32-22,-167.392257244,53.2261905207
15482,0,22621,17713200,17574.8,17.713252,17.5748535156,410,49-26,-165.967360463,53.358070759
15439,0,22623,25096500,20141.2,25.09654,20.1411796875,10,21-19,-168.299090935,53.0760995264
15440,0,22623,25096500,20141.2,25.09654,20.1411796875,10,21-19,-168.245246373,53.0832179562
15445,0,22625,24651200,20413.3,24.651032,20.4131757813,10,25-20,-167.975739365,53.1184117243
15446,0,22625,24651200,20413.3,24.651032,20.4131757813,10,25-20,-167.921781551,53.1253707121
15464,0,22627,25067300,20122.8,25.067254,20.1228242188,111,37-23,-166.947410201,53.2460686516
15451,0,22628,24938200,20213.4,24.938078,20.2132734375,10,29-21,-167.651713805,53.1597661241
15452,0,22628,24938200,20213.4,24.938078,20.2132734375,10,29-21,-167.597644954,53.1665652131
15458,0,22629,22446500,18904.9,22.446618,18.9049316406,10,33-22,-167.272849979,53.2067987468
15476,0,22630,20675700,18519.9,20.675604,18.5199082031,310,45-25,-166.294651428,53.3217071879
15477,0,22631,24710900,19650.9,24.710904,19.6508535156,310,46-25,-166.240144427,53.3278353012
15478,0,22631,24710900,19650.9,24.710904,19.6508535156,310,46-25,-166.18562074,53.3339364224
15484,0,22633,19087000,22486,19.087006,22.4860507813,510,50-26,-165.858131932,53.3699756803
15441,0,22636,25232300,20095.3,25.232352,20.0952851563,10,22-19,-168.191382783,53.0903098444
15485,0,22638,21048500,18436.9,21.048404,18.4369316406,510,51-26,-165.803493301,53.37588754
15465,0,22639,25062800,20120.9,25.062898,20.120890625,111,38-23,-166.893108512,53.2525197655
15466,0,22639,25062800,20120.9,25.062898,20.120890625,111,38-23,-166.838789358,53.2589440275
15447,0,22640,25075100,20131.7,25.075006,20.1317246094,10,26-20,-167.867805076,53.1323030816
15453,0,22642,24417400,20963.9,24.4174,20.9638964844,10,30-21,-167.543557815,53.1733376084
15454,0,22642,24417400,20963.9,24.4174,20.9638964844,10,30-21,-167.489452449,53.1800832976
15471,0,22644,20112900,17665.6,20.112978,17.6655566406,210,42-24,-166.56693386,53.2906621417
15472,0,22644,20112900,17665.6,20.112978,17.6655566406,210,42-24,-166.512511268,53.2969250431
15479,0,22646,13412900,16647.2,13.412895,16.6471464844,310,47-25,-166.131080435,53.3400105401
15459,0,22648,22941700,18955,22.941732,18.9549863281,111,34-22,-167.218654425,53.2134107207
15460,0,22648,22941700,18955,22.941732,18.9549863281,111,34-22,-167.164441022,53.2199959149
15475,0,22649,6950090,13333.4,6.950139,13.3334472656,310,44-25,-166.349141678,53.3155520939
15473,0,22650,7616360,14518.5,7.6162825,14.5184501953,210,43-24,-166.458071664,53.3031610099
15436,0,22652,22739100,21751.1,22.739258,21.7510996094,10,19-18,-168.460509847,53.054585117
15437,0,22652,22739100,21751.1,22.739258,21.7510996094,10,19-18,-168.406722733,53.0617830939
15442,0,22653,12540100,24522,12.540172,24.5220488281,10,23-19,-168.137500227,53.0973751781
15443,0,22653,12540100,24522,12.540172,24.5220488281,10,23-19,-168.083598764,53.1044139445
15467,0,22654,19852000,18442.7,19.85213,18.4426855469,111,39-23,-166.784452802,53.2653414255
15470,0,22655,12446800,15780.5,12.446657,15.7805039063,210,41-24,-166.621339374,53.2843723176
15448,0,22656,18179600,18591.7,18.179542,18.5916699219,10,27-20,-167.813810003,53.1392088202
15449,0,22656,18179600,18591.7,18.179542,18.5916699219,10,27-20,-167.759796392,53.1460879152
14761,0,22657,25088800,20132.6,25.08867,20.1325976562,111,35-22,-167.099369859,53.1938302562
15461,0,22657,25088800,20132.6,25.08867,20.1325976562,111,35-22,-167.110209835,53.2265543171
14755,0,22658,21158700,20894.8,21.15882,20.8947988281,10,31-21,-167.424234746,53.154108228
15455,0,22658,21158700,20894.8,21.15882,20.8947988281,10,31-21,-167.43532892,53.1868022684
15469,0,22659,2563160,7478.2,2.5632065,7.4782441406,210,40-24,-166.675727746,53.2780555824
14780,0,22662,24563100,19552.8,24.563044,19.5527695313,410,48-25,-166.066498579,53.313242902
14781,0,22662,24563100,19552.8,24.563044,19.5527695313,410,48-25,-166.011968536,53.3192583934
15480,0,22662,24563100,19552.8,24.563044,19.5527695313,410,48-25,-166.076523576,53.346057643
15481,0,22662,24563100,19552.8,24.563044,19.5527695313,410,48-25,-166.02195023,53.3520777197
14737,0,22664,25091600,20141.9,25.091638,20.1418554687,10,20-18,-168.394875486,53.029183003
14738,0,22664,25091600,20141.9,25.091638,20.1418554687,10,20-18,-168.341110616,53.0363491069
14774,0,22665,25047000,20005.6,25.046906,20.005546875,310,44-24,-166.393331143,53.2765831978
14775,0,22665,25047000,20005.6,25.046906,20.005546875,310,44-24,-166.338900769,53.2827605626
15474,0,22665,25047000,20005.6,25.046906,20.005546875,310,44-24,-166.403615112,53.3093700307
15435,0,22668,8198680,20032.4,8.198631,20.032234375,10,18-18,-168.514277693,53.0473606506
14744,0,22670,24170900,20129.2,24.170706,20.1291171875,10,24-19,-168.018122345,53.0787888182
14743,0,22671,12560900,15700.9,12.560897,15.7009042969,111,23-19,-168.072000926,53.0717818962
14762,0,22675,25237200,20198,25.237166,20.198015625,111,36-22,-167.045163468,53.200356915
14782,0,22678,22568400,18401.6,22.568386,18.4015351562,410,49-25,-165.957422113,53.3252468663
14768,0,22679,21738000,18680.4,21.737858,18.6804121094,210,40-23,-166.719557444,53.2389536972
14769,0,22679,21738000,18680.4,21.737858,18.6804121094,210,40-23,-166.665229092,53.2452925215
14776,0,22680,20402000,18453.4,20.40202,18.4534375,310,45-24,-166.28445362,53.2889109769
14739,0,22683,23051600,19443.8,23.051418,19.4437402344,10,21-18,-168.287326642,53.0434887126
14740,0,22683,23051600,19443.8,23.051418,19.4437402344,10,21-18,-168.233523626,53.0506018073
14750,0,22686,12404900,22658.1,12.40505,22.6580664063,111,28-20,-167.694459496,53.1202718296
14745,0,22691,18127700,18702.6,18.127718,18.7026933594,111,25-19,-167.964225026,53.085769165
14746,0,22691,18127700,18702.6,18.127718,18.7026933594,111,25-19,-167.910309029,53.0927229241
14763,0,22694,25088900,20132.7,25.08896,20.1327050781,111,37-22,-166.990939461,53.206856776
14764,0,22694,25088900,20132.7,25.08896,20.1327050781,111,37-22,-166.936697904,53.2133298274
14733,0,22695,15932400,17523.3,15.932524,17.5233769531,10,17-17,-168.609742729,53.0002538662
14751,0,22699,24256800,20128.4,24.256824,20.1283378906,111,29-20,-167.640451035,53.1270924604
14752,0,22699,24256800,20128.4,24.256824,20.1283378906,111,29-20,-167.586424267,53.1338864281
14734,0,22702,25079900,20139.4,25.080016,20.1393789062,10,18-17,-168.556054874,53.0075258325
14735,0,22702,25079900,20139.4,25.080016,20.1393789062,10,18-17,-168.502347675,53.0147713528
14757,0,22705,21716100,19558.5,21.715994,19.5584707031,111,33-21,-167.316018008,53.1674558851
14758,0,22705,21716100,19558.5,21.715994,19.5584707031,111,33-21,-167.26188271,53.1740896141
14767,0,22706,5370500,11207.2,5.3704485,11.2072333984,210,39-23,-166.773868565,53.2325880038
14741,0,22707,8680730,13868.2,8.680669,13.8681464844,10,22-18,-168.179701628,53.057688378
14749,0,22712,6891510,13264.8,6.891475,13.2647822266,111,27-20,-167.748449587,53.113424548
14765,0,22715,18974100,18210.2,18.974082,18.2101601563,111,38-22,-166.882438859,53.219776057
14766,0,22715,18974100,18210.2,18.974082,18.2101601563,111,38-22,-166.828162392,53.2261954531
14707,0,22717,5012620,10426.5,5.012676,10.4265605469,111,0-12,-169.998644855,52.8019438555
14053,0,22718,18678400,19480.8,18.678284,19.4806777344,111,30-20,-167.521218877,53.1079667225
14753,0,22718,18678400,19480.8,18.678284,19.4806777344,111,30-20,-167.532379255,53.1406537202
14759,0,22719,25084300,20133,25.084292,20.1330332031,111,34-21,-167.207729544,53.1806965937
14777,0,22721,20076200,18398.2,20.076126,18.3981582031,410,46-24,-166.229989761,53.2950344295
14778,0,22721,20076200,18398.2,20.076126,18.3981582031,410,46-24,-166.175509257,53.3011309087
14771,0,22722,23161800,19081.6,23.161638,19.081546875,310,42-23,-166.556520956,53.2578895161
14772,0,22722,23161800,19081.6,23.161638,19.081546875,310,42-23,-166.502141301,53.264147663
14756,0,22723,11176800,16212.3,11.176743,16.2121904297,111,32-21,-167.370135374,53.160795419
14779,0,22724,13290900,18446.7,13.290766,18.4466269531,410,47-24,-166.121012175,53.3072004033
14036,0,22726,24746800,22316.7,24.746704,22.3166699219,10,19-17,-168.43675176,52.9893924364
14736,0,22726,24746800,22316.7,24.746704,22.3166699219,10,19-17,-168.448621192,53.021990414
14072,0,22729,24639000,19615.6,24.639122,19.6156191406,310,43-23,-166.491788305,53.2313673481
14073,0,22729,24639000,19615.6,24.639122,19.6156191406,310,43-23,-166.437434592,53.2375938523
14773,0,22729,24639000,19615.6,24.639122,19.6156191406,310,43-23,-166.447744675,53.2703788941
14042,0,22731,25089800,20110.2,25.089812,20.1102421875,111,23-18,-168.114240049,53.0321184303
14742,0,22731,25089800,20110.2,25.089812,20.1102421875,111,23-18,-168.125860707,53.0647484119
14009,0,22734,22838800,19159.8,22.838816,19.1598242188,111,2-12,-169.879327077,52.7853811942
14010,0,22734,22838800,19159.8,22.838816,19.1598242188,111,2-12,-169.826161106,52.7932780133
14048,0,22735,25076800,20039.6,25.076804,20.0395800781,111,27-19,-167.791050986,53.0738892789
14049,0,22735,25076800,20039.6,25.076804,20.0395800781,111,27-19,-167.737121214,53.0807580332
14748,0,22735,25076800,20039.6,25.076804,20.0395800781,111,27-19,-167.802421248,53.1065506281
14047,0,22736,19985900,19021.5,19.98591,19.0215214844,111,26-19,-167.844962309,53.0669939169
14747,0,22736,19985900,19021.5,19.98591,19.0215214844,111,26-19,-167.856374416,53.0996500827
14060,0,22737,25084400,20133.1,25.084494,20.1331132813,111,35-21,-167.142693864,53.1545546648
14061,0,22737,25084400,20133.1,25.084494,20.1331132813,111,35-21,-167.088547562,53.1611031607
14760,0,22737,25084400,20133.1,25.084494,20.1331132813,111,35-21,-167.153558572,53.1872768117
14770,0,22738,8248730,13003,8.248667,13.0030292969,310,41-23,-166.610883574,53.2516044651
14054,0,22740,24963100,20156.8,24.963098,20.1568339844,111,31-20,-167.467197791,53.1147022509
14055,0,22740,24963100,20156.8,24.963098,20.1568339844,111,31-20,-167.413158628,53.121411097
14754,0,22740,24963100,20156.8,24.963098,20.1568339844,111,31-20,-167.47831606,53.1473943242
14066,0,22741,23241800,18647.8,23.241854,18.6478710937,210,39-22,-166.817552784,53.1934438901
14067,0,22741,23241800,18647.8,23.241854,18.6478710937,210,39-22,-166.763301622,53.1998316025
14037,0,22745,22295600,25172.3,22.295512,25.1722832031,10,20-17,-168.383047402,52.9965796475
14038,0,22745,22295600,25172.3,22.295512,25.1722832031,10,20-17,-168.329323926,53.003740391
14044,0,22748,18773700,17440.5,18.77374,17.440515625,10,24-18,-168.006584973,53.0461483097
14068,0,22749,12747900,16322.8,12.747973,16.3229238281,210,40-22,-166.709033207,53.2061924761
14043,0,22750,6313430,18427.2,6.3134045,18.4272617188,111,24-18,-168.060421889,53.0391466423
14080,0,22752,20686100,17933.9,20.685996,17.9338554688,510,48-24,-166.056490029,53.2804252964
14081,0,22752,20686100,17933.9,20.685996,17.9338554688,510,48-24,-166.002003224,53.2864362111
14050,0,22753,25254300,20210.9,25.254224,20.2108476562,111,28-19,-167.683173055,53.0876001671
14062,0,22754,24890400,19758.3,24.890436,19.7583574219,111,36-21,-167.034383624,53.1676248893
14056,0,22756,25075100,20131.8,25.07525,20.1318144531,111,32-20,-167.359101452,53.1280932485
14033,0,22758,25013200,19962.1,25.01318,19.962046875,10,17-16,-168.597749528,52.9676721268
14031,0,22762,13834700,22587,13.834694,22.5870683594,10,16-16,-168.704984688,52.9530598208
14032,0,22762,13834700,22587,13.834694,22.5870683594,10,16-16,-168.651376816,52.960379175
14039,0,22763,22419400,20244,22.419398,20.2440195313,10,21-17,-168.275581393,53.0108746539
14075,0,22765,24375400,19480.4,24.375332,19.480359375,410,45-23,-166.328676636,53.249966123
14076,0,22765,24375400,19480.4,24.375332,19.480359375,410,45-23,-166.274272523,53.2561118666
14045,0,22767,15452300,18031,15.452164,18.0309882813,10,25-18,-167.952729364,53.0531234197
14063,0,22768,14190400,16714.3,14.190351,16.7143203125,111,37-21,-166.980202113,53.1741198384
14064,0,22768,14190400,16714.3,14.190351,16.7143203125,111,37-21,-166.926003094,53.1805879962
14069,0,22769,20691800,19168.2,20.691878,19.1681113281,310,41-22,-166.654747603,53.2125264991
14070,0,22769,20691800,19168.2,20.691878,19.1681113281,310,41-22,-166.600444875,53.2188336599
14051,0,22770,25096500,20141.2,25.09647,20.1411640625,111,29-19,-167.629206572,53.0944156683
14052,0,22770,25096500,20141.2,25.09647,20.1411640625,111,29-19,-167.575221825,53.1012045242
13358,0,22771,25223700,20197.4,25.223742,20.1974082031,111,33-20,-167.240001733,53.1086621572
14057,0,22771,25223700,20197.4,25.223742,20.1974082031,111,33-20,-167.305026325,53.1347486932
14058,0,22771,25223700,20197.4,25.223742,20.1974082031,111,33-20,-167.250933309,53.1413774189
14007,0,22772,7006310,10797.1,7.00626,10.7970234375,111,0-11,-169.985596734,52.7695092967
14030,0,22774,3772500,9688.14,3.77249825,9.6881943359,10,15-16,-168.758573084,52.9457140772
14074,0,22775,11633300,16087.8,11.633304,16.087765625,410,44-23,-166.383064014,53.2437934478
14034,0,22776,24897000,20904.4,24.896928,20.90428125,10,18-16,-168.544102883,52.974938663
14035,0,22776,24897000,20904.4,24.896928,20.90428125,10,18-16,-168.490436941,52.9821787705
14011,0,22778,10495900,13769.9,10.495926,13.7698701172,111,3-12,-169.772974448,52.8011487273
14077,0,22779,20091100,18233.6,20.091236,18.2336523437,410,46-23,-166.21985174,53.2622306671
13308,0,22781,22904000,19716.3,22.903986,19.7163066406,111,1-11,-169.919484955,52.7450142881
