"PROJECT_CYCLE" "VESSEL" "BEST_DEPTH_TYPE" "BEST_LAT_DD" "BEST_LON_DD" "AREA_SWEPT_HA" "HAUL_WT_KG"
"Cycle 2005" "vessel_e" "Bottom Depth" 33.7448492380435 -120.251699475059 2.84839620640741 34.7157277380415
"Cycle 2005" "vessel_k" "Bottom Depth" 47.593107299602 -125.103560267737 1.41150698017373 1.7728179227751
"Cycle 2005" "vessel_k" "Bottom Depth" 33.1543890452755 -117.790224290748 1.93574399447931 9.46169601733922
"Cycle 2005" "vessel_k" "Bottom Depth" 41.2738562100385 -124.327832148819 2.08845930991069 0.38028672114726
"Cycle 2005" "vessel_k" "Bottom Depth" 48.224561495883 -125.302654354764 2.1495787814515 0.810347220190599
"Cycle 2005" "vessel_k" "Bottom Depth" 35.667407296609 -121.907938470647 3.30803431863756 16.974602991319
"Cycle 2005" "vessel_k" "Bottom Depth" 45.132950596468 -124.53692102238 1.6974697988945 5.80205564260532
"Cycle 2005" "vessel_k" "Bottom Depth" 42.2265099346705 -124.698589186923 1.9791975148943 28.3379065702582
"Cycle 2005" "vessel_k" "Bottom Depth" 43.8263936347135 -124.858268206394 1.79180242403115 11.1099888167646
"Cycle 2005" "vessel_k" "Bottom Depth" 38.283516684435 -123.519438344005 1.87119622082398 21.9879350494869
"Cycle 2005" "vessel_j" "Bottom Depth" 32.6167480975355 -118.348191085528 2.03206123055479 13.3485790973956
"Cycle 2005" "vessel_i" "Bottom Depth" 45.32229587357 -124.142174053721 1.4811895096086 0.867099101475374
"Cycle 2005" "vessel_j" "Bottom Depth" 45.446532951509 -124.692009948372 1.87953307385415 3.48038653969344
"Cycle 2005" "vessel_j" "Bottom Depth" 45.6225526250635 -124.394083742716 2.04008120582286 1.11565479335282
"Cycle 2005" "vessel_j" "Bottom Depth" 33.5564066397125 -117.884428191528 2.42825620138666 5.47841864218941
"Cycle 2005" "vessel_k" "Bottom Depth" 44.140070201471 -124.920147004405 1.63395551448076 0.393986434878088
"Cycle 2005" "vessel_k" "Bottom Depth" 46.661764449289 -124.521636233232 1.7804443054871 2.43569588144326
"Cycle 2005" "vessel_j" "Bottom Depth" 45.902765846259 -124.776403206859 1.71710838293426 6.75217391906069
"Cycle 2005" "vessel_k" "Bottom Depth" 38.374711976424 -123.490264284511 1.76102836436122 2.58453769980487
"Cycle 2005" "vessel_j" "Bottom Depth" 47.9026083333335 -125.595725 2.12237466260829 16.0157649974203
"Cycle 2005" "vessel_k" "Bottom Depth" 34.294389752803 -119.839521741223 1.47237335631247 0.727040969013122
"Cycle 2005" "vessel_k" "Bottom Depth" 44.413937986357 -124.942942695067 1.71144022874126 12.8658327050287
"Cycle 2005" "vessel_j" "Bottom Depth" 45.361721590089 -124.464385255703 2.5302987640408 41.0716008263232
"Cycle 2005" "vessel_j" "Bottom Depth" 44.918109361163 -124.903742848162 2.66066570643956 33.1268290888941
"Cycle 2005" "vessel_j" "Bottom Depth" 35.0271184602165 -121.317311285182 1.97080776790022 18.8284379064451
"Cycle 2005" "vessel_j" "Bottom Depth" 44.340387300514 -124.916606080929 2.30038921656829 14.9373441917746
"Cycle 2005" "vessel_j" "Bottom Depth" 39.710523798644 -124.063384582282 2.25960950957065 11.7925142951705
"Cycle 2005" "vessel_i" "Bottom Depth" 41.1609758406785 -124.301153156667 1.70219301530467 2.69538360286843
"Cycle 2005" "vessel_i" "Bottom Depth" 45.9129360656325 -124.841727872865 1.57568218949232 13.543566575828
"Cycle 2005" "vessel_k" "Bottom Depth" 43.443511011553 -124.628284682877 1.47726871213285 3.66391274910685
"Cycle 2005" "vessel_j" "Bottom Depth" 43.580173866851 -125.020290035104 1.77721951715593 10.4224922019938
"Cycle 2005" "vessel_k" "Bottom Depth" 39.069162999347 -124.086713156871 1.84350016299861 4.17093073661928
"Cycle 2005" "vessel_j" "Bottom Depth" 43.522702022672 -124.983450731538 2.40047731205878 6.85865353147282
"Cycle 2011" "vessel_j" "Bottom Depth" 40.775145238095 -124.567998412698 2.12246606591821 7.89184482906275
"Cycle 2005" "vessel_k" "Bottom Depth" 45.870427365923 -124.145904807544 1.49015517518264 3.20012577604821
"Cycle 2005" "vessel_k" "Bottom Depth" 33.51266227331 -120.512144137875 1.63854553535863 5.42685496647872
"Cycle 2006" "vessel_k" "Bottom Depth" 36.1610667329545 -121.831822440123 2.28009501239295 48.7911871108623
"Cycle 2006" "vessel_i" "Bottom Depth" 44.5777099976485 -124.70192710118 1.99245460439911 64.9110107502366
"Cycle 2006" "vessel_e" "Bottom Depth" 45.293325700025 -124.748037061989 2.28901980862055 9.82252338153498
"Cycle 2006" "vessel_j" "Bottom Depth" 46.204871098076 -124.954332510226 2.42769015054366 14.2737544121655
"Cycle 2006" "vessel_e" "Bottom Depth" 41.765895194872 -124.770579766208 2.53517349373876 31.7971964709362
"Cycle 2006" "vessel_j" "Bottom Depth" 40.0710868645115 -124.205561620282 1.5328550608917 5.4723105091507
"Cycle 2006" "vessel_e" "Bottom Depth" 32.63335 -118.700083333334 2.587592725019 4.7196453789172
"Cycle 2006" "vessel_i" "Bottom Depth" 34.011134330707 -119.179260855964 1.64813486009656 1.01221445498885
"Cycle 2006" "vessel_j" "Bottom Depth" 46.69155629767 -124.542396372954 1.22462195830203 0.877126997748289
"Cycle 2006" "vessel_j" "Bottom Depth" 44.290223733253 -124.936950772825 1.66918591968538 20.1384505459726
"Cycle 2006" "vessel_j" "Bottom Depth" 33.209741911889 -120.317657179382 1.89626919540295 9.23098738730416
"Cycle 2006" "vessel_k" "Bottom Depth" 42.0785611196665 -124.44817922171 1.65960608625012 3.7950007484361
"Cycle 2006" "vessel_k" "Bottom Depth" 41.601474022476 -124.613798690343 3.05807937588425 106.356747052137
"Cycle 2006" "vessel_e" "Gross Operation Depth" 47.6358604799 -125.390625393055 2.27194087835356 6.25444334279877
"Cycle 2006" "vessel_i" "Bottom Depth" 39.1538125 -123.928741666666 1.52505914136758 9.11679490188199
"Cycle 2006" "vessel_e" "Bottom Depth" 39.9598993991785 -124.337203538478 2.63280008954905 315.04592341451
"Cycle 2006" "vessel_k" "Bottom Depth" 44.6006168148795 -124.536127740532 2.29997985399701 23.5372890353446
"Cycle 2006" "vessel_k" "Bottom Depth" 44.1098624621295 -124.931355543317 2.26663875971867 12.507899202927
"Cycle 2006" "vessel_e" "Bottom Depth" 45.257618333401 -124.648821701938 2.00132688607853 26.0574961899153
"Cycle 2006" "vessel_j" "Bottom Depth" 46.222260655107 -124.372125638891 2.02113196991417 1.64235176049163
"Cycle 2006" "vessel_e" "Bottom Depth" 42.5564337950335 -124.574859101021 1.92482788730466 0.134781944924305
"Cycle 2006" "vessel_e" "Bottom Depth" 42.453170833333 -124.8119625 1.69895749521997 6.28310133578098
"Cycle 2006" "vessel_j" "Bottom Depth" 41.2941552206935 -124.830621543371 2.42451703604979 71.9360000376915
"Cycle 2006" "vessel_k" "Bottom Depth" 46.2387333333335 -124.623545833334 2.93236313348622 58.5238049670396
"Cycle 2006" "vessel_e" "Bottom Depth" 32.916142582163 -118.203511000532 2.81880591957293 2.52259715607304
"Cycle 2006" "vessel_k" "Bottom Depth" 35.86150033319 -121.613006477593 1.48639918077408 27.9360110139113
"Cycle 2006" "vessel_i" "Bottom Depth" 43.418297799517 -124.606176523523 1.5095992254226 7.669638307213
"Cycle 2006" "vessel_e" "Bottom Depth" 41.7004248039875 -124.75668263081 2.91665647596464 33.1588494335526
"Cycle 2006" "vessel_e" "Bottom Depth" 40.1557957810865 -124.845228820064 2.21733998391137 8.8196242613319
"Cycle 2006" "vessel_k" "Bottom Depth" 40.128241666667 -124.9237125 2.91136474461422 11.6888466446972
"Cycle 2006" "vessel_e" "Bottom Depth" 32.6873835331375 -119.770171899331 3.56479582191053 7.19233387832163
"Cycle 2006" "vessel_e" "Bottom Depth" 41.036019115518 -124.583998036816 2.11876806394782 65.3920298822365
"Cycle 2006" "vessel_k" "Bottom Depth" 33.9223315039 -118.722138155962 2.31532478165343 2.2557051306982
"Cycle 2006" "vessel_e" "Bottom Depth" 45.0832793920725 -124.279642881868 1.72122062067581 10.8021143831845
"Cycle 2006" "vessel_j" "Bottom Depth" 44.731188729072 -124.731618852989 2.10660028922926 83.6615789498151
"Cycle 2006" "vessel_j" "Bottom Depth" 45.0274875 -124.2591625 1.84938969531271 1.27937472044418
"Cycle 2006" "vessel_j" "Bottom Depth" 38.2467333333335 -123.40955 1.97023040775909 10.7894145808498
"Cycle 2006" "vessel_k" "Bottom Depth" 45.497834814177 -124.084064482274 1.84629947618313 0.128742092438402
"Cycle 2006" "vessel_k" "Bottom Depth" 39.3820147719505 -124.103027929274 3.07758909165382 13.5455611124109
"Cycle 2006" "vessel_i" "Bottom Depth" 45.299969480332 -124.282093720487 1.49759125216138 9.34160710320764
"Cycle 2006" "vessel_i" "Bottom Depth" 43.4190376577245 -124.573857753134 1.77039922974172 0.588488148532711
"Cycle 2006" "vessel_j" "Bottom Depth" 39.3465789610125 -123.924726765998 1.61921376399415 1.59977890127679
"Cycle 2006" "vessel_j" "Bottom Depth" 34.790177250178 -121.088459785508 1.96424936995599 33.7502488389697
"Cycle 2006" "vessel_e" "Bottom Depth" 47.0048307853755 -124.832631601778 1.87857765686844 5.95175027473438
"Cycle 2006" "vessel_k" "Bottom Depth" 35.7714835820895 -121.513015319727 1.48642976225376 23.9612699162221
"Cycle 2006" "vessel_i" "Bottom Depth" 44.440683970454 -124.875984142866 1.86951852588435 7.90461582710527
"Cycle 2006" "vessel_i" "Bottom Depth" 33.000178890124 -118.01826158969 2.41208338825925 24.0679992263297
"Cycle 2006" "vessel_j" "Bottom Depth" 45.904277420105 -124.237266165495 1.84448336378545 1.25220205685994
"Cycle 2006" "vessel_e" "Bottom Depth" 43.876355738984 -124.543577956216 1.56200412973943 56.4525670922145
"Cycle 2006" "vessel_j" "Bottom Depth" 36.1425922283305 -122.094080028177 1.46071011389711 2.13698754429747
"Cycle 2011" "vessel_j" "Bottom Depth" 38.7771470833335 -123.749641666667 1.90559322253511 19.2492730476209
"Cycle 2011" "vessel_j" "Bottom Depth" 38.1958079367435 -123.448966461572 1.68603792689294 7.98373279747433
"Cycle 2011" "vessel_j" "Bottom Depth" 45.25870625 -124.151114166667 2.29349928875167 0.930480723479041
"Cycle 2011" "vessel_j" "Bottom Depth" 42.4269541666665 -124.795055 1.98415250602366 23.9838264445388
"Cycle 2007" "vessel_k" "Bottom Depth" 44.3213845231115 -124.834849357715 1.47877863944068 15.2728125377017
"Cycle 2007" "vessel_k" "Bottom Depth" 41.294075 -124.42025 1.50923577824682 3.95898384407543
"Cycle 2007" "vessel_k" "Bottom Depth" 40.1062875 -124.930608333333 1.97807816656638 28.1495784193891
"Cycle 2007" "vessel_k" "Bottom Depth" 35.113675820468 -120.989789727026 1.81098795720929 10.3181456968378
"Cycle 2007" "vessel_i" "Bottom Depth" 34.776264451248 -120.938499458935 1.6779263721137 5.84088959754914
"Cycle 2007" "vessel_j" "Bottom Depth" 45.6203331392735 -124.418746380632 1.63404391874199 2.38807814286278
"Cycle 2007" "vessel_j" "Bottom Depth" 38.748342424242 -123.837207575758 1.42090766320423 1.935994120382
"Cycle 2007" "vessel_k" "Bottom Depth" 43.599781648406 -125.041318463198 2.21858514266587 38.3359963356591
"Cycle 2011" "vessel_k" "Bottom Depth" 35.4027613958655 -121.10937170382 0.826016278078068 2.04209582822722
"Cycle 2007" "vessel_k" "Bottom Depth" 34.720366666667 -121.219283333333 1.16620598906654 16.5276348088152
"Cycle 2011" "vessel_k" "Bottom Depth" 34.864922553113 -121.131590460695 1.61322060551961 1.74368143176612
"Cycle 2007" "vessel_i" "Bottom Depth" 35.2450916666665 -121.627712500001 1.83584312199288 23.5636073235641
"Cycle 2011" "vessel_k" "Bottom Depth" 34.281334640078 -120.462170969918 1.63243682043851 0.481216807291563
"Cycle 2007" "vessel_e" "Bottom Depth" 41.697922382154 -124.928031318834 2.55066496246414 65.0746926245691
"Cycle 2011" "vessel_k" "Bottom Depth" 38.938203040498 -123.815014640699 1.80280453542217 0.17570192924991
"Cycle 2007" "vessel_e" "Bottom Depth" 33.2400750484625 -118.307588278675 2.27336301312416 8.59531830430334
"Cycle 2011" "vessel_k" "Bottom Depth" 41.633689855072 -124.566803623188 1.30633398936919 12.2626859312988
"Cycle 2007" "vessel_e" "Bottom Depth" 47.6651011566195 -125.144908203976 1.51290194517924 17.0374552256851
"Cycle 2007" "vessel_e" "Bottom Depth" 43.088879579884 -124.724112804605 1.75403437192 34.0787333123912
"Cycle 2011" "vessel_k" "Bottom Depth" 39.1370981973695 -124.17021313167 1.31691843507479 21.9426215028508
"Cycle 2011" "vessel_k" "Bottom Depth" 38.497885744047 -123.280578592042 1.39463246520535 0.0532009975468541
"Cycle 2007" "vessel_j" "Bottom Depth" 45.273188420217 -124.432378048616 1.58178001512827 6.84639650182018
"Cycle 2011" "vessel_k" "Bottom Depth" 41.254809166667 -124.678152916667 1.6701532455352 38.254106313782
"Cycle 2011" "vessel_k" "Bottom Depth" 39.0717943548385 -124.145220967742 1.59186801919646 78.2049990848494
"Cycle 2007" "vessel_i" "Bottom Depth" 47.767270528743 -125.057831393094 1.86412721806795 13.8830190336454
"Cycle 2007" "vessel_j" "Bottom Depth" 41.856651515152 -124.578222727273 2.01821503878797 60.7291540704812
"Cycle 2007" "vessel_k" "Bottom Depth" 47.2543714592825 -125.005644586285 1.78966996952251 4.39302665211332
"Cycle 2007" "vessel_i" "Bottom Depth" 40.995849500189 -124.458321709816 1.64998301698668 13.3431437997964
"Cycle 2007" "vessel_j" "Bottom Depth" 46.795535536998 -124.834558004473 1.9222716663713 2.89379040234212
"Cycle 2008" "vessel_e" "Bottom Depth" 35.48882125 -121.313601250001 2.06132707593082 7.7305578587063
"Cycle 2008" "vessel_e" "Bottom Depth" 34.823437595081 -121.179902896227 1.55921894893111 2.80898694095789
"Cycle 2007" "vessel_e" "Bottom Depth" 37.329539325955 -122.894363990432 1.60361178904388 15.091542064403
"Cycle 2008" "vessel_e" "Bottom Depth" 47.975423893435 -125.586398634375 1.65968426360166 8.17978735869466
"Cycle 2007" "vessel_k" "Bottom Depth" 35.9727666666665 -121.529708333333 1.65375912016998 0.0777568804189432
"Cycle 2007" "vessel_e" "Bottom Depth" 45.20583392995 -124.480592431698 1.62371728829068 9.75420702541009
"Cycle 2007" "vessel_i" "Bottom Depth" 32.924919649741 -117.617440513632 1.34690554410315 5.44368796804701
"Cycle 2007" "vessel_e" "Bottom Depth" 48.2303495699115 -125.16724972047 1.5320366009483 2.39134296921491
"Cycle 2008" "vessel_e" "Bottom Depth" 44.571428782203 -124.582711887193 1.66088043879514 4.86579761195422
"Cycle 2007" "vessel_j" "Bottom Depth" 35.0166516666665 -121.566168750001 2.73047521328655 21.332644783439
"Cycle 2008" "vessel_e" "Bottom Depth" 43.21844600939 -124.888232629108 1.35366256341169 14.0638594745988
"Cycle 2008" "vessel_e" "Bottom Depth" 43.165671468166 -124.982109774813 1.85808245133401 43.580800876676
"Cycle 2008" "vessel_e" "Bottom Depth" 42.329551219512 -124.479107723577 1.00413999386122 0.5589591954081
"Cycle 2007" "vessel_i" "Bottom Depth" 34.7189573410895 -121.004462589647 1.57316095105044 24.5541124386106
"Cycle 2008" "vessel_j" "Bottom Depth" 33.367896827664 -117.991262455045 2.25809447243459 1.76642735018465
"Cycle 2008" "vessel_i" "Bottom Depth" 43.775631258333 -124.705260096198 1.57733801835264 0.680770692729034
"Cycle 2011" "vessel_j" "Bottom Depth" 34.649082083333 -121.054630833333 1.98962770075484 15.1969540039011
"Cycle 2008" "vessel_k" "Bottom Depth" 35.773206142433 -121.932342403917 2.51403495111727 1.17315535858903
"Cycle 2008" "vessel_i" "Bottom Depth" 39.9870849673205 -124.303067647058 2.42547591927289 6.28417995251049
"Cycle 2008" "vessel_j" "Bottom Depth" 42.095857790085 -124.90170109576 3.17973212001202 123.522810841658
"Cycle 2011" "vessel_j" "Bottom Depth" 35.254391414454 -121.322840975343 1.56363789867258 7.07359234818367
"Cycle 2008" "vessel_e" "Bottom Depth" 33.163720298312 -120.082906489654 2.47740304351396 1.85526688238374
"Cycle 2008" "vessel_j" "Bottom Depth" 41.693843398442 -124.517450599909 1.9073348366658 13.4854890171845
"Cycle 2008" "vessel_k" "Bottom Depth" 44.9409605191305 -124.133751101263 1.24211334915599 0.74025859997274
"Cycle 2011" "vessel_j" "Bottom Depth" 35.4537604166665 -121.256671666667 1.14990046871508 13.9464008742131
"Cycle 2008" "vessel_j" "Bottom Depth" 38.4003090513945 -123.312009856931 1.63013769116599 0.42103746414184
"Cycle 2008" "vessel_j" "Bottom Depth" 38.386395414061 -123.499640134024 1.63967465752975 38.2766752248047
"Cycle 2008" "vessel_k" "Bottom Depth" 42.7608632143175 -124.723027673941 1.60330131511897 18.5450199851814
"Cycle 2008" "vessel_k" "Bottom Depth" 42.1188617738355 -124.415552944257 1.6992263079562 0.544901986340168
"Cycle 2008" "vessel_j" "Bottom Depth" 35.4270548789005 -121.346428306069 1.60241793845442 47.3095278725572
"Cycle 2008" "vessel_j" "Bottom Depth" 35.301472202632 -121.541733128995 1.61618653460065 12.1650962975576
"Cycle 2011" "vessel_j" "Bottom Depth" 35.6668841897715 -121.421927797807 1.71022658843647 91.6979373391912
"Cycle 2008" "vessel_j" "Bottom Depth" 34.941149566674 -120.748267967267 1.58375109793629 1.13741808856339
"Cycle 2008" "vessel_k" "Bottom Depth" 41.212970046723 -124.64754782997 1.41363473740185 34.4955097895499
"Cycle 2008" "vessel_j" "Bottom Depth" 44.6675221353245 -124.982522712513 1.99384454783984 13.2045090188787
